symbol,disclosure_date,txn_type,qty,value,person_category,person_name,raw_json,raw_comName,raw_shp,raw_totIssuedShares,raw_totPromoterHolding,raw_percPromoterHolding,raw_totPublicHolding,raw_totPromoterShares,raw_percPromoterShares,raw_percTotShares,raw_disclosureFromDate,raw_numSharesPledged,raw_totDematShares,raw_sharesCollateral,raw_nbfcPromoShare,raw_nbfcNonPromoShare,raw_percSharesPledged,raw_broadcastDt,raw_disclosureToDate,raw_compBroadcastDate,raw_noOfPledgeShare,raw_noOfSecPledgeShare,fetched_at
,,,,,,,"{""comName"": ""20 Microns Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""35286502"", ""totPromoterHolding"": ""15893364"", ""percPromoterHolding"": ""    45.04"", ""totPublicHolding"": ""19393138"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1678738"", ""totDematShares"": ""35280179"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""4.76"", ""broadcastDt"": ""30-Mar-2026 16:31:14"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-03-2015"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""35.719""}",20 Microns Limited,31-Dec-2025,35286502,15893364,    45.04,19393138,0,     0.00,     0.00,,1678738,35280179,0,0,0,4.76,30-Mar-2026 16:31:14,,31-03-2015,0,35.719,2026-03-30
,,,,,,,"{""comName"": ""21st Century Management Services Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""10500000"", ""totPromoterHolding"": ""6765193"", ""percPromoterHolding"": ""    64.43"", ""totPublicHolding"": ""3734807"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""51932"", ""totDematShares"": ""10311874"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.5"", ""broadcastDt"": ""30-Mar-2026 16:30:41"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""0.258""}",21st Century Management Services Limited,31-Dec-2025,10500000,6765193,    64.43,3734807,0,     0.00,     0.00,,51932,10311874,0,0,0,0.5,30-Mar-2026 16:30:41,,,0,0.258,2026-03-30
,,,,,,,"{""comName"": ""360 ONE WAM LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""405270365"", ""totPromoterHolding"": ""25328244"", ""percPromoterHolding"": ""     6.25"", ""totPublicHolding"": ""379942121"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""5229519"", ""totDematShares"": ""406000706"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.29"", ""broadcastDt"": ""30-Mar-2026 16:31:27"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2021"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""622.313""}",360 ONE WAM LIMITED,31-Dec-2025,405270365,25328244,     6.25,379942121,0,     0.00,     0.00,,5229519,406000706,0,0,0,1.29,30-Mar-2026 16:31:27,,31-12-2021,0,622.313,2026-03-30
,,,,,,,"{""comName"": ""3M India Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""11265070"", ""totPromoterHolding"": ""8448802"", ""percPromoterHolding"": ""    75.00"", ""totPublicHolding"": ""2816268"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""174003"", ""totDematShares"": ""11230724"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.55"", ""broadcastDt"": ""30-Mar-2026 16:30:43"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""611.012""}",3M India Limited,31-Dec-2025,11265070,8448802,    75.00,2816268,0,     0.00,     0.00,,174003,11230724,0,0,0,1.55,30-Mar-2026 16:30:43,,,0,611.012,2026-03-30
,,,,,,,"{""comName"": ""3P Land Holdings Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""18000000"", ""totPromoterHolding"": ""13194158"", ""percPromoterHolding"": ""    73.30"", ""totPublicHolding"": ""4805842"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""91381"", ""totDematShares"": ""17687975"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.52"", ""broadcastDt"": ""30-Mar-2026 16:30:36"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""0.335""}",3P Land Holdings Limited,31-Dec-2025,18000000,13194158,    73.30,4805842,0,     0.00,     0.00,,91381,17687975,0,0,0,0.52,30-Mar-2026 16:30:36,,,0,0.335,2026-03-30
,,,,,,,"{""comName"": ""63 moons technologies limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""46078537"", ""totPromoterHolding"": ""21025878"", ""percPromoterHolding"": ""    45.63"", ""totPublicHolding"": ""25052659"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3357011"", ""totDematShares"": ""46034497"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""7.29"", ""broadcastDt"": ""30-Mar-2026 16:31:02"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""241.369""}",63 moons technologies limited,31-Dec-2025,46078537,21025878,    45.63,25052659,0,     0.00,     0.00,,3357011,46034497,0,0,0,7.29,30-Mar-2026 16:31:02,,,0,241.369,2026-03-30
,,,,,,,"{""comName"": ""A2Z Infra Engineering Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""176119858"", ""totPromoterHolding"": ""49560983"", ""percPromoterHolding"": ""    28.14"", ""totPublicHolding"": ""126558875"", ""totPromoterShares"": ""49402301"", ""percPromoterShares"": ""    99.68"", ""percTotShares"": ""    28.05"", ""disclosureFromDate"": null, ""numSharesPledged"": ""55346508"", ""totDematShares"": ""176115041"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""31.43"", ""broadcastDt"": ""30-Mar-2026 16:31:18"", ""disclosureToDate"": null, ""compBroadcastDate"": ""12-07-2017"", ""noOfPledgeShare"": ""82.156"", ""noOfSecPledgeShare"": ""92.041""}",A2Z Infra Engineering Limited,31-Dec-2025,176119858,49560983,    28.14,126558875,49402301,    99.68,    28.05,,55346508,176115041,0,0,0,31.43,30-Mar-2026 16:31:18,,12-07-2017,82.156,92.041,2026-03-30
,,,,,,,"{""comName"": ""ABB India Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""211908375"", ""totPromoterHolding"": ""158931281"", ""percPromoterHolding"": ""    75.00"", ""totPublicHolding"": ""52977094"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1063892"", ""totDematShares"": ""211240186"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.5"", ""broadcastDt"": ""30-Mar-2026 16:30:37"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""550.032""}",ABB India Limited,31-Dec-2025,211908375,158931281,    75.00,52977094,0,     0.00,     0.00,,1063892,211240186,0,0,0,0.5,30-Mar-2026 16:30:37,,,0,550.032,2026-03-30
,,,,,,,"{""comName"": ""ACC Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""187787263"", ""totPromoterHolding"": ""106456927"", ""percPromoterHolding"": ""    56.69"", ""totPublicHolding"": ""81330336"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3079180"", ""totDematShares"": ""185835787"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.66"", ""broadcastDt"": ""30-Mar-2026 16:30:23"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-10-2023"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""535.069""}",ACC Limited,31-Dec-2025,187787263,106456927,    56.69,81330336,0,     0.00,     0.00,,3079180,185835787,0,0,0,1.66,30-Mar-2026 16:30:23,,30-10-2023,0,535.069,2026-03-30
,,,,,,,"{""comName"": ""ADF Foods Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""109863595"", ""totPromoterHolding"": ""39698565"", ""percPromoterHolding"": ""    36.13"", ""totPublicHolding"": ""70165030"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3845882"", ""totDematShares"": ""108385090"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.55"", ""broadcastDt"": ""30-Mar-2026 16:31:17"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2024"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""78.437""}",ADF Foods Limited,31-Dec-2025,109863595,39698565,    36.13,70165030,0,     0.00,     0.00,,3845882,108385090,0,0,0,3.55,30-Mar-2026 16:31:17,,31-12-2024,0,78.437,2026-03-30
,,,,,,,"{""comName"": ""AGS Transact Technologies Limited"", ""shp"": ""30-Jun-2025"", ""totIssuedShares"": ""128433076"", ""totPromoterHolding"": ""34331205"", ""percPromoterHolding"": ""    26.73"", ""totPublicHolding"": ""94101871"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2047415"", ""totDematShares"": ""128432895"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.59"", ""broadcastDt"": ""30-Mar-2026 16:31:29"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-04-2025"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",AGS Transact Technologies Limited,30-Jun-2025,128433076,34331205,    26.73,94101871,0,     0.00,     0.00,,2047415,128432895,0,0,0,1.59,30-Mar-2026 16:31:29,,30-04-2025,,,2026-03-30
,,,,,,,"{""comName"": ""AIA Engineering Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""93320370"", ""totPromoterHolding"": ""54588377"", ""percPromoterHolding"": ""    58.50"", ""totPublicHolding"": ""38731993"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""299450"", ""totDematShares"": ""93320359"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.32"", ""broadcastDt"": ""30-Mar-2026 16:31:04"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""120.304""}",AIA Engineering Limited,31-Dec-2025,93320370,54588377,    58.50,38731993,0,     0.00,     0.00,,299450,93320359,0,0,0,0.32,30-Mar-2026 16:31:04,,,0,120.304,2026-03-30
,,,,,,,"{""comName"": ""AION-TECH SOLUTIONS LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""52261836"", ""totPromoterHolding"": ""30759698"", ""percPromoterHolding"": ""    58.86"", ""totPublicHolding"": ""21502138"", ""totPromoterShares"": ""888000"", ""percPromoterShares"": ""     2.89"", ""percTotShares"": ""     1.70"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2917857"", ""totDematShares"": ""52127707"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""5.6"", ""broadcastDt"": ""30-Mar-2026 16:30:56"", ""disclosureToDate"": null, ""compBroadcastDate"": ""21-08-2025"", ""noOfPledgeShare"": ""4.506"", ""noOfSecPledgeShare"": ""14.805""}",AION-TECH SOLUTIONS LIMITED,31-Dec-2025,52261836,30759698,    58.86,21502138,888000,     2.89,     1.70,,2917857,52127707,0,0,0,5.6,30-Mar-2026 16:30:56,,21-08-2025,4.506,14.805,2026-03-30
,,,,,,,"{""comName"": ""AJR INFRA AND TOLLING LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""941830724"", ""totPromoterHolding"": ""100999800"", ""percPromoterHolding"": ""    10.72"", ""totPublicHolding"": ""840830924"", ""totPromoterShares"": ""100999800"", ""percPromoterShares"": ""   100.00"", ""percTotShares"": ""    10.72"", ""disclosureFromDate"": null, ""numSharesPledged"": ""115937472"", ""totDematShares"": ""941821313"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""12.31"", ""broadcastDt"": ""30-Mar-2026 16:31:14"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",AJR INFRA AND TOLLING LIMITED,31-Dec-2025,941830724,100999800,    10.72,840830924,100999800,   100.00,    10.72,,115937472,941821313,0,0,0,12.31,30-Mar-2026 16:31:14,,,,,2026-03-30
,,,,,,,"{""comName"": ""AMD Industries Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""19166749"", ""totPromoterHolding"": ""12789849"", ""percPromoterHolding"": ""    66.73"", ""totPublicHolding"": ""6376900"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""114795"", ""totDematShares"": ""19166663"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.6"", ""broadcastDt"": ""30-Mar-2026 16:31:09"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""0.551""}",AMD Industries Limited,31-Dec-2025,19166749,12789849,    66.73,6376900,0,     0.00,     0.00,,114795,19166663,0,0,0,0.6,30-Mar-2026 16:31:09,,,0,0.551,2026-03-30
,,,,,,,"{""comName"": ""ANDHRA PAPER LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""198850195"", ""totPromoterHolding"": ""144063000"", ""percPromoterHolding"": ""    72.45"", ""totPublicHolding"": ""54787195"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""7130272"", ""totDematShares"": ""198112685"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.6"", ""broadcastDt"": ""30-Mar-2026 16:30:43"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-10-2020"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""47.915""}",ANDHRA PAPER LIMITED,31-Dec-2025,198850195,144063000,    72.45,54787195,0,     0.00,     0.00,,7130272,198112685,0,0,0,3.6,30-Mar-2026 16:30:43,,30-10-2020,0,47.915,2026-03-30
,,,,,,,"{""comName"": ""APL Apollo Tubes Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""277636026"", ""totPromoterHolding"": ""78494549"", ""percPromoterHolding"": ""    28.27"", ""totPublicHolding"": ""199141477"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""14601322"", ""totDematShares"": ""277632109"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""5.26"", ""broadcastDt"": ""30-Mar-2026 16:31:20"", ""disclosureToDate"": null, ""compBroadcastDate"": ""16-10-2020"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""2794.693""}",APL Apollo Tubes Limited,31-Dec-2025,277636026,78494549,    28.27,199141477,0,     0.00,     0.00,,14601322,277632109,0,0,0,5.26,30-Mar-2026 16:31:20,,16-10-2020,0,2794.693,2026-03-30
,,,,,,,"{""comName"": ""ARSS Infrastructure Projects Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""90118498"", ""totPromoterHolding"": ""76500000"", ""percPromoterHolding"": ""    84.89"", ""totPublicHolding"": ""13618498"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3269681"", ""totDematShares"": ""22725240"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""14.39"", ""broadcastDt"": ""30-Mar-2026 16:31:16"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",ARSS Infrastructure Projects Limited,31-Dec-2025,90118498,76500000,    84.89,13618498,0,     0.00,     0.00,,3269681,22725240,0,0,0,14.39,30-Mar-2026 16:31:16,,,,,2026-03-30
,,,,,,,"{""comName"": ""ATLANTAA LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""81500000"", ""totPromoterHolding"": ""60856728"", ""percPromoterHolding"": ""    74.67"", ""totPublicHolding"": ""20643272"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1801727"", ""totDematShares"": ""81499995"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.21"", ""broadcastDt"": ""30-Mar-2026 16:31:06"", ""disclosureToDate"": null, ""compBroadcastDate"": ""29-10-2015"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",ATLANTAA LIMITED,31-Dec-2025,81500000,60856728,    74.67,20643272,0,     0.00,     0.00,,1801727,81499995,0,0,0,2.21,30-Mar-2026 16:31:06,,29-10-2015,,,2026-03-30
,,,,,,,"{""comName"": ""ATN International Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""39450000"", ""totPromoterHolding"": ""65444"", ""percPromoterHolding"": ""     0.17"", ""totPublicHolding"": ""39384556"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""221934"", ""totDematShares"": ""36543019"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.61"", ""broadcastDt"": ""30-Mar-2026 16:31:06"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",ATN International Limited,31-Dec-2025,39450000,65444,     0.17,39384556,0,     0.00,     0.00,,221934,36543019,0,0,0,0.61,30-Mar-2026 16:31:06,,,,,2026-03-30
,,,,,,,"{""comName"": ""AU Small Finance Bank Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""747180718"", ""totPromoterHolding"": ""170298412"", ""percPromoterHolding"": ""    22.79"", ""totPublicHolding"": ""576882306"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""11956662"", ""totDematShares"": ""748264680"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.6"", ""broadcastDt"": ""30-Mar-2026 16:31:25"", ""disclosureToDate"": null, ""compBroadcastDate"": ""26-10-2018"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""1189.09""}",AU Small Finance Bank Limited,31-Dec-2025,747180718,170298412,    22.79,576882306,0,     0.00,     0.00,,11956662,748264680,0,0,0,1.6,30-Mar-2026 16:31:25,,26-10-2018,0,1189.09,2026-03-30
,,,,,,,"{""comName"": ""AVG Logistics Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""15057720"", ""totPromoterHolding"": ""7710289"", ""percPromoterHolding"": ""    51.20"", ""totPublicHolding"": ""7347431"", ""totPromoterShares"": ""5145455"", ""percPromoterShares"": ""    66.73"", ""percTotShares"": ""    34.17"", ""disclosureFromDate"": null, ""numSharesPledged"": ""5604717"", ""totDematShares"": ""15057720"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""37.22"", ""broadcastDt"": ""30-Mar-2026 16:31:26"", ""disclosureToDate"": null, ""compBroadcastDate"": ""25-08-2025"", ""noOfPledgeShare"": ""91.548"", ""noOfSecPledgeShare"": ""99.719""}",AVG Logistics Limited,31-Dec-2025,15057720,7710289,    51.20,7347431,5145455,    66.73,    34.17,,5604717,15057720,0,0,0,37.22,30-Mar-2026 16:31:26,,25-08-2025,91.548,99.719,2026-03-30
,,,,,,,"{""comName"": ""AVT Natural Products Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""152284000"", ""totPromoterHolding"": ""114212975"", ""percPromoterHolding"": ""    75.00"", ""totPublicHolding"": ""38071025"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1078826"", ""totDematShares"": ""149051244"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.72"", ""broadcastDt"": ""30-Mar-2026 16:31:08"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""7.142""}",AVT Natural Products Limited,31-Dec-2025,152284000,114212975,    75.00,38071025,0,     0.00,     0.00,,1078826,149051244,0,0,0,0.72,30-Mar-2026 16:31:08,,,0,7.142,2026-03-30
,,,,,,,"{""comName"": ""AXISCADES Technologies Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""42517389"", ""totPromoterHolding"": ""24682047"", ""percPromoterHolding"": ""    58.05"", ""totPublicHolding"": ""17835342"", ""totPromoterShares"": ""3899000"", ""percPromoterShares"": ""    15.80"", ""percTotShares"": ""     9.17"", ""disclosureFromDate"": null, ""numSharesPledged"": ""5232152"", ""totDematShares"": ""42493803"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""12.31"", ""broadcastDt"": ""30-Mar-2026 16:30:55"", ""disclosureToDate"": ""31-Dec-2025"", ""compBroadcastDate"": ""31-05-2022"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",AXISCADES Technologies Limited,31-Dec-2025,42517389,24682047,    58.05,17835342,3899000,    15.80,     9.17,,5232152,42493803,0,0,0,12.31,30-Mar-2026 16:30:55,31-Dec-2025,31-05-2022,,,2026-03-30
,,,,,,,"{""comName"": ""Aadhar Housing Finance Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""433796312"", ""totPromoterHolding"": ""326191357"", ""percPromoterHolding"": ""    75.19"", ""totPublicHolding"": ""107604955"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""10868291"", ""totDematShares"": ""435700810"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.49"", ""broadcastDt"": ""30-Mar-2026 16:31:28"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""527.166""}",Aadhar Housing Finance Limited,31-Dec-2025,433796312,326191357,    75.19,107604955,0,     0.00,     0.00,,10868291,435700810,0,0,0,2.49,30-Mar-2026 16:31:28,,,0,527.166,2026-03-30
,,,,,,,"{""comName"": ""Aarti Drugs Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""91270000"", ""totPromoterHolding"": ""50223411"", ""percPromoterHolding"": ""    55.03"", ""totPublicHolding"": ""41046589"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3874598"", ""totDematShares"": ""90704835"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""4.27"", ""broadcastDt"": ""30-Mar-2026 16:30:48"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""159.498""}",Aarti Drugs Limited,31-Dec-2025,91270000,50223411,    55.03,41046589,0,     0.00,     0.00,,3874598,90704835,0,0,0,4.27,30-Mar-2026 16:30:48,,,0,159.498,2026-03-30
,,,,,,,"{""comName"": ""Aarti Industries Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""362593869"", ""totPromoterHolding"": ""152797360"", ""percPromoterHolding"": ""    42.14"", ""totPublicHolding"": ""209796509"", ""totPromoterShares"": ""5447500"", ""percPromoterShares"": ""     3.57"", ""percTotShares"": ""     1.50"", ""disclosureFromDate"": null, ""numSharesPledged"": ""25938493"", ""totDematShares"": ""361380170"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""7.18"", ""broadcastDt"": ""30-Mar-2026 16:30:43"", ""disclosureToDate"": null, ""compBroadcastDate"": ""20-10-2020"", ""noOfPledgeShare"": ""203.682"", ""noOfSecPledgeShare"": ""969.84""}",Aarti Industries Limited,31-Dec-2025,362593869,152797360,    42.14,209796509,5447500,     3.57,     1.50,,25938493,361380170,0,0,0,7.18,30-Mar-2026 16:30:43,,20-10-2020,203.682,969.84,2026-03-30
