symbol,disclosure_date,txn_type,qty,value,person_category,person_name,raw_json,raw_comName,raw_shp,raw_totIssuedShares,raw_totPromoterHolding,raw_percPromoterHolding,raw_totPublicHolding,raw_totPromoterShares,raw_percPromoterShares,raw_percTotShares,raw_disclosureFromDate,raw_numSharesPledged,raw_totDematShares,raw_sharesCollateral,raw_nbfcPromoShare,raw_nbfcNonPromoShare,raw_percSharesPledged,raw_broadcastDt,raw_disclosureToDate,raw_compBroadcastDate,raw_noOfPledgeShare,raw_noOfSecPledgeShare,fetched_at
,,,,,,,"{""comName"": ""Finkurve Financial Services Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""140050488"", ""totPromoterHolding"": ""78770200"", ""percPromoterHolding"": ""    56.24"", ""totPublicHolding"": ""61280288"", ""totPromoterShares"": ""15000000"", ""percPromoterShares"": ""    19.04"", ""percTotShares"": ""    10.71"", ""disclosureFromDate"": null, ""numSharesPledged"": ""15360348"", ""totDematShares"": ""118356038"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""12.98"", ""broadcastDt"": ""30-Mar-2026 16:31:30"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""149.1"", ""noOfSecPledgeShare"": ""152.682""}",Finkurve Financial Services Limited,31-Dec-2025,140050488,78770200,    56.24,61280288,15000000,    19.04,    10.71,,15360348,118356038,0,0,0,12.98,30-Mar-2026 16:31:30,,,149.1,152.682,2026-03-30
,,,,,,,"{""comName"": ""Finolex Cables Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""152939345"", ""totPromoterHolding"": ""54841170"", ""percPromoterHolding"": ""    35.86"", ""totPublicHolding"": ""98098175"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2881307"", ""totDematShares"": ""152095774"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.89"", ""broadcastDt"": ""30-Mar-2026 16:30:45"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""216.012""}",Finolex Cables Limited,31-Dec-2025,152939345,54841170,    35.86,98098175,0,     0.00,     0.00,,2881307,152095774,0,0,0,1.89,30-Mar-2026 16:30:45,,,0,216.012,2026-03-30
,,,,,,,"{""comName"": ""Finolex Industries Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""620476905"", ""totPromoterHolding"": ""327731485"", ""percPromoterHolding"": ""    52.82"", ""totPublicHolding"": ""292745420"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""15434366"", ""totDematShares"": ""610568625"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.53"", ""broadcastDt"": ""30-Mar-2026 16:30:45"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-04-2018"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""268.573""}",Finolex Industries Limited,31-Dec-2025,620476905,327731485,    52.82,292745420,0,     0.00,     0.00,,15434366,610568625,0,0,0,2.53,30-Mar-2026 16:30:45,,30-04-2018,0,268.573,2026-03-30
,,,,,,,"{""comName"": ""Firstsource Solutions Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""696990826"", ""totPromoterHolding"": ""379772820"", ""percPromoterHolding"": ""    54.49"", ""totPublicHolding"": ""317218006"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""10258216"", ""totDematShares"": ""696989176"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.47"", ""broadcastDt"": ""30-Mar-2026 16:31:09"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""344.471""}",Firstsource Solutions Limited,31-Dec-2025,696990826,379772820,    54.49,317218006,0,     0.00,     0.00,,10258216,696989176,0,0,0,1.47,30-Mar-2026 16:31:09,,,0,344.471,2026-03-30
,,,,,,,"{""comName"": ""Five-Star Business Finance Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""294533548"", ""totPromoterHolding"": ""54674680"", ""percPromoterHolding"": ""    18.56"", ""totPublicHolding"": ""239858868"", ""totPromoterShares"": ""200"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""7450081"", ""totDematShares"": ""294196568"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.53"", ""broadcastDt"": ""30-Mar-2026 16:31:29"", ""disclosureToDate"": null, ""compBroadcastDate"": ""20-12-2024"", ""noOfPledgeShare"": ""0.011"", ""noOfSecPledgeShare"": ""406.29""}",Five-Star Business Finance Limited,31-Dec-2025,294533548,54674680,    18.56,239858868,200,     0.00,     0.00,,7450081,294196568,0,0,0,2.53,30-Mar-2026 16:31:29,,20-12-2024,0.011,406.29,2026-03-30
,,,,,,,"{""comName"": ""Flexituff Ventures International Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""32822806"", ""totPromoterHolding"": ""10581603"", ""percPromoterHolding"": ""    32.24"", ""totPublicHolding"": ""22241203"", ""totPromoterShares"": ""8147565"", ""percPromoterShares"": ""    77.00"", ""percTotShares"": ""    24.82"", ""disclosureFromDate"": null, ""numSharesPledged"": ""10494552"", ""totDematShares"": ""32822805"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""31.97"", ""broadcastDt"": ""30-Mar-2026 16:31:20"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""10.258"", ""noOfSecPledgeShare"": ""13.213""}",Flexituff Ventures International Limited,31-Dec-2025,32822806,10581603,    32.24,22241203,8147565,    77.00,    24.82,,10494552,32822805,0,0,0,31.97,30-Mar-2026 16:31:20,,,10.258,13.213,2026-03-30
,,,,,,,"{""comName"": ""Foods & Inns Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""73414624"", ""totPromoterHolding"": ""18644712"", ""percPromoterHolding"": ""    25.40"", ""totPublicHolding"": ""54769912"", ""totPromoterShares"": ""4066000"", ""percPromoterShares"": ""    21.81"", ""percTotShares"": ""     5.54"", ""disclosureFromDate"": null, ""numSharesPledged"": ""10183986"", ""totDematShares"": ""72904768"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""13.97"", ""broadcastDt"": ""30-Mar-2026 16:31:29"", ""disclosureToDate"": ""31-Dec-2025"", ""compBroadcastDate"": ""25-08-2024"", ""noOfPledgeShare"": ""28.242"", ""noOfSecPledgeShare"": ""70.738""}",Foods & Inns Limited,31-Dec-2025,73414624,18644712,    25.40,54769912,4066000,    21.81,     5.54,,10183986,72904768,0,0,0,13.97,30-Mar-2026 16:31:29,31-Dec-2025,25-08-2024,28.242,70.738,2026-03-30
,,,,,,,"{""comName"": ""Fortis Healthcare Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""754958148"", ""totPromoterHolding"": ""235295895"", ""percPromoterHolding"": ""    31.17"", ""totPublicHolding"": ""519662253"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""11049414"", ""totDematShares"": ""754869643"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.46"", ""broadcastDt"": ""30-Mar-2026 16:31:10"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2015"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""976.768""}",Fortis Healthcare Limited,31-Dec-2025,754958148,235295895,    31.17,519662253,0,     0.00,     0.00,,11049414,754869643,0,0,0,1.46,30-Mar-2026 16:31:10,,31-12-2015,0,976.768,2026-03-30
,,,,,,,"{""comName"": ""Foseco India Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""7537259"", ""totPromoterHolding"": ""4788845"", ""percPromoterHolding"": ""    63.54"", ""totPublicHolding"": ""2748414"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""35222"", ""totDematShares"": ""7512944"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.47"", ""broadcastDt"": ""30-Mar-2026 16:30:43"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""17.505""}",Foseco India Limited,31-Dec-2025,7537259,4788845,    63.54,2748414,0,     0.00,     0.00,,35222,7512944,0,0,0,0.47,30-Mar-2026 16:30:43,,,0,17.505,2026-03-30
,,,,,,,"{""comName"": ""Fusion Finance Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""162082277"", ""totPromoterHolding"": ""89380526"", ""percPromoterHolding"": ""    55.15"", ""totPublicHolding"": ""72701751"", ""totPromoterShares"": ""4000000"", ""percPromoterShares"": ""     4.48"", ""percTotShares"": ""     2.47"", ""disclosureFromDate"": null, ""numSharesPledged"": ""8759342"", ""totDematShares"": ""161365967"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""5.43"", ""broadcastDt"": ""30-Mar-2026 16:31:28"", ""disclosureToDate"": null, ""compBroadcastDate"": ""27-09-2024"", ""noOfPledgeShare"": ""62.584"", ""noOfSecPledgeShare"": ""137.049""}",Fusion Finance Limited,31-Dec-2025,162082277,89380526,    55.15,72701751,4000000,     4.48,     2.47,,8759342,161365967,0,0,0,5.43,30-Mar-2026 16:31:28,,27-09-2024,62.584,137.049,2026-03-30
,,,,,,,"{""comName"": ""Future Consumer Limited"", ""shp"": ""31-Mar-2025"", ""totIssuedShares"": ""1997034643"", ""totPromoterHolding"": ""69686451"", ""percPromoterHolding"": ""     3.49"", ""totPublicHolding"": ""1927348192"", ""totPromoterShares"": ""6341902"", ""percPromoterShares"": ""     9.10"", ""percTotShares"": ""     0.32"", ""disclosureFromDate"": null, ""numSharesPledged"": ""30882719"", ""totDematShares"": ""1996877553"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.55"", ""broadcastDt"": ""30-Mar-2026 16:31:21"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-01-2019"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Future Consumer Limited,31-Mar-2025,1997034643,69686451,     3.49,1927348192,6341902,     9.10,     0.32,,30882719,1996877553,0,0,0,1.55,30-Mar-2026 16:31:21,,31-01-2019,,,2026-03-30
,,,,,,,"{""comName"": ""Future Enterprises Limited"", ""shp"": ""31-Mar-2023"", ""totIssuedShares"": ""454930401"", ""totPromoterHolding"": ""74467852"", ""percPromoterHolding"": ""    16.37"", ""totPublicHolding"": ""380462549"", ""totPromoterShares"": ""45750000"", ""percPromoterShares"": ""    61.44"", ""percTotShares"": ""    10.06"", ""disclosureFromDate"": null, ""numSharesPledged"": ""51332519"", ""totDematShares"": ""454557958"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""11.29"", ""broadcastDt"": ""30-Mar-2026 16:30:57"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2019"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Future Enterprises Limited,31-Mar-2023,454930401,74467852,    16.37,380462549,45750000,    61.44,    10.06,,51332519,454557958,0,0,0,11.29,30-Mar-2026 16:30:57,,31-12-2019,,,2026-03-30
,,,,,,,"{""comName"": ""Future Enterprises Limited"", ""shp"": ""31-Mar-2023"", ""totIssuedShares"": ""39374679"", ""totPromoterHolding"": ""28436580"", ""percPromoterHolding"": ""    72.22"", ""totPublicHolding"": ""10938099"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""465154"", ""totDematShares"": ""39333044"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.18"", ""broadcastDt"": ""30-Mar-2026 16:31:14"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2019"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Future Enterprises Limited,31-Mar-2023,39374679,28436580,    72.22,10938099,0,     0.00,     0.00,,465154,39333044,0,0,0,1.18,30-Mar-2026 16:31:14,,31-12-2019,,,2026-03-30
,,,,,,,"{""comName"": ""Future Lifestyle Fashions Limited"", ""shp"": ""31-Dec-2022"", ""totIssuedShares"": ""201774874"", ""totPromoterHolding"": ""41331939"", ""percPromoterHolding"": ""    20.48"", ""totPublicHolding"": ""160442935"", ""totPromoterShares"": ""40968074"", ""percPromoterShares"": ""    99.12"", ""percTotShares"": ""    20.30"", ""disclosureFromDate"": null, ""numSharesPledged"": ""38447821"", ""totDematShares"": ""201651103"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""19.07"", ""broadcastDt"": ""30-Mar-2026 16:31:22"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-07-2015"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Future Lifestyle Fashions Limited,31-Dec-2022,201774874,41331939,    20.48,160442935,40968074,    99.12,    20.30,,38447821,201651103,0,0,0,19.07,30-Mar-2026 16:31:22,,30-07-2015,,,2026-03-30
,,,,,,,"{""comName"": ""Future Market Networks Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""60644381"", ""totPromoterHolding"": ""40583410"", ""percPromoterHolding"": ""    66.92"", ""totPublicHolding"": ""20060971"", ""totPromoterShares"": ""36750541"", ""percPromoterShares"": ""    90.56"", ""percTotShares"": ""    60.60"", ""disclosureFromDate"": null, ""numSharesPledged"": ""37441211"", ""totDematShares"": ""60604899"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""61.78"", ""broadcastDt"": ""30-Mar-2026 16:31:18"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-08-2016"", ""noOfPledgeShare"": ""32.634"", ""noOfSecPledgeShare"": ""33.248""}",Future Market Networks Limited,31-Dec-2025,60644381,40583410,    66.92,20060971,36750541,    90.56,    60.60,,37441211,60604899,0,0,0,61.78,30-Mar-2026 16:31:18,,31-08-2016,32.634,33.248,2026-03-30
,,,,,,,"{""comName"": ""Future Retail Limited"", ""shp"": ""31-Mar-2022"", ""totIssuedShares"": ""542284079"", ""totPromoterHolding"": ""77590160"", ""percPromoterHolding"": ""    14.31"", ""totPublicHolding"": ""464693919"", ""totPromoterShares"": ""24162063"", ""percPromoterShares"": ""    31.14"", ""percTotShares"": ""     4.46"", ""disclosureFromDate"": null, ""numSharesPledged"": ""11151640"", ""totDematShares"": ""541368060"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.06"", ""broadcastDt"": ""30-Mar-2026 16:31:24"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-12-2019"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Future Retail Limited,31-Mar-2022,542284079,77590160,    14.31,464693919,24162063,    31.14,     4.46,,11151640,541368060,0,0,0,2.06,30-Mar-2026 16:31:24,,31-12-2019,,,2026-03-30
,,,,,,,"{""comName"": ""GACM Technologies Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""1102742236"", ""totPromoterHolding"": ""10000000"", ""percPromoterHolding"": ""     0.91"", ""totPublicHolding"": ""1092742236"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""18965137"", ""totDematShares"": ""1102192876"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.72"", ""broadcastDt"": ""30-Mar-2026 16:31:24"", ""disclosureToDate"": null, ""compBroadcastDate"": ""21-02-2017"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""1.024""}",GACM Technologies Limited,31-Dec-2025,1102742236,10000000,     0.91,1092742236,0,     0.00,     0.00,,18965137,1102192876,0,0,0,1.72,30-Mar-2026 16:31:24,,21-02-2017,0,1.024,2026-03-30
,,,,,,,"{""comName"": ""GACM Technologies Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""189665894"", ""totPromoterHolding"": ""953"", ""percPromoterHolding"": ""     0.00"", ""totPublicHolding"": ""189664941"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""7655275"", ""totDematShares"": ""189386051"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""4.04"", ""broadcastDt"": ""30-Mar-2026 16:31:26"", ""disclosureToDate"": null, ""compBroadcastDate"": ""21-02-2017"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""0.383""}",GACM Technologies Limited,31-Dec-2025,189665894,953,     0.00,189664941,0,     0.00,     0.00,,7655275,189386051,0,0,0,4.04,30-Mar-2026 16:31:26,,21-02-2017,0,0.383,2026-03-30
,,,,,,,"{""comName"": ""GAIL (India) Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""6575099643"", ""totPromoterHolding"": ""3433393924"", ""percPromoterHolding"": ""    52.22"", ""totPublicHolding"": ""3141705719"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""57313705"", ""totDematShares"": ""6574887870"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.87"", ""broadcastDt"": ""30-Mar-2026 16:30:50"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""986.713""}",GAIL (India) Limited,31-Dec-2025,6575099643,3433393924,    52.22,3141705719,0,     0.00,     0.00,,57313705,6574887870,0,0,0,0.87,30-Mar-2026 16:30:50,,,0,986.713,2026-03-30
,,,,,,,"{""comName"": ""GANESH HOUSING LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""83387090"", ""totPromoterHolding"": ""60922084"", ""percPromoterHolding"": ""    73.06"", ""totPublicHolding"": ""22465006"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""5093004"", ""totDematShares"": ""83131331"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""6.13"", ""broadcastDt"": ""30-Mar-2026 16:30:49"", ""disclosureToDate"": null, ""compBroadcastDate"": ""27-07-2016"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""408.714""}",GANESH HOUSING LIMITED,31-Dec-2025,83387090,60922084,    73.06,22465006,0,     0.00,     0.00,,5093004,83131331,0,0,0,6.13,30-Mar-2026 16:30:49,,27-07-2016,0,408.714,2026-03-30
,,,,,,,"{""comName"": ""GB Global Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""50033143"", ""totPromoterHolding"": ""50000000"", ""percPromoterHolding"": ""    99.93"", ""totPublicHolding"": ""33143"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""0"", ""totDematShares"": ""0"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0"", ""broadcastDt"": ""30-Mar-2026 16:31:27"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",GB Global Limited,31-Dec-2025,50033143,50000000,    99.93,33143,0,     0.00,     0.00,,0,0,0,0,0,0,30-Mar-2026 16:31:27,,,,,2026-03-30
,,,,,,,"{""comName"": ""GE Power India Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""67227471"", ""totPromoterHolding"": ""46102083"", ""percPromoterHolding"": ""    68.58"", ""totPublicHolding"": ""21125388"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2175767"", ""totDematShares"": ""66788291"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.26"", ""broadcastDt"": ""30-Mar-2026 16:30:54"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""69.918""}",GE Power India Limited,31-Dec-2025,67227471,46102083,    68.58,21125388,0,     0.00,     0.00,,2175767,66788291,0,0,0,3.26,30-Mar-2026 16:30:54,,,0,69.918,2026-03-30
,,,,,,,"{""comName"": ""GE Vernova T&D India Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""256046535"", ""totPromoterHolding"": ""130583733"", ""percPromoterHolding"": ""    51.00"", ""totPublicHolding"": ""125462802"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1706922"", ""totDematShares"": ""255038900"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.67"", ""broadcastDt"": ""30-Mar-2026 16:30:32"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""534.693""}",GE Vernova T&D India Limited,31-Dec-2025,256046535,130583733,    51.00,125462802,0,     0.00,     0.00,,1706922,255038900,0,0,0,0.67,30-Mar-2026 16:30:32,,,0,534.693,2026-03-30
,,,,,,,"{""comName"": ""GFL Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""109850000"", ""totPromoterHolding"": ""75492611"", ""percPromoterHolding"": ""    68.72"", ""totPublicHolding"": ""34357389"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1554823"", ""totDematShares"": ""109449000"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.42"", ""broadcastDt"": ""30-Mar-2026 16:30:22"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""9.136""}",GFL Limited,31-Dec-2025,109850000,75492611,    68.72,34357389,0,     0.00,     0.00,,1554823,109449000,0,0,0,1.42,30-Mar-2026 16:30:22,,,0,9.136,2026-03-30
,,,,,,,"{""comName"": ""GHCL Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""91934155"", ""totPromoterHolding"": ""18229669"", ""percPromoterHolding"": ""    19.83"", ""totPublicHolding"": ""73704486"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""6800029"", ""totDematShares"": ""90450018"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""7.52"", ""broadcastDt"": ""30-Mar-2026 16:30:41"", ""disclosureToDate"": null, ""compBroadcastDate"": ""30-07-2019"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""383.998""}",GHCL Limited,31-Dec-2025,91934155,18229669,    19.83,73704486,0,     0.00,     0.00,,6800029,90450018,0,0,0,7.52,30-Mar-2026 16:30:41,,30-07-2019,0,383.998,2026-03-30
,,,,,,,"{""comName"": ""GIC Housing Finance Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""53851066"", ""totPromoterHolding"": ""22836839"", ""percPromoterHolding"": ""    42.41"", ""totPublicHolding"": ""31014227"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3497850"", ""totDematShares"": ""53672495"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""6.52"", ""broadcastDt"": ""30-Mar-2026 16:30:41"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""60.537""}",GIC Housing Finance Limited,31-Dec-2025,53851066,22836839,    42.41,31014227,0,     0.00,     0.00,,3497850,53672495,0,0,0,6.52,30-Mar-2026 16:30:41,,,0,60.537,2026-03-30
,,,,,,,"{""comName"": ""GKW Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""5966500"", ""totPromoterHolding"": ""4474875"", ""percPromoterHolding"": ""    75.00"", ""totPublicHolding"": ""1491625"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""45182"", ""totDematShares"": ""5866270"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.77"", ""broadcastDt"": ""30-Mar-2026 16:31:15"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""7.722""}",GKW Limited,31-Dec-2025,5966500,4474875,    75.00,1491625,0,     0.00,     0.00,,45182,5866270,0,0,0,0.77,30-Mar-2026 16:31:15,,,0,7.722,2026-03-30
