bar,i_idx,dir,tag,option_a_valid,option_a_ema,symbol,optA_week_plus_1,optA_week_plus_2,optA_week_plus_3,optA_any_of_next_3_weeks,optA_first_forward_week
2020-03-20,26,bearish,CHoCH,False,,360ONE,False,False,False,False,
2021-07-16,95,bullish,CHoCH,True,9.0,360ONE,False,True,False,True,2.0
2022-06-17,143,bearish,CHoCH,False,,360ONE,False,True,False,True,2.0
2022-09-09,155,bullish,CHoCH,True,10.0,360ONE,True,False,True,True,1.0
2023-03-17,182,bearish,CHoCH,False,,360ONE,False,False,True,True,3.0
2023-06-23,196,bullish,CHoCH,True,10.0,360ONE,False,False,False,False,
2025-02-14,282,bearish,CHoCH,False,,360ONE,False,True,False,True,2.0
2025-06-13,299,bullish,CHoCH,True,20.0,360ONE,False,False,False,False,
2026-03-13,338,bearish,CHoCH,False,,360ONE,True,False,False,True,1.0
2016-11-25,34,bearish,CHoCH,False,,3MINDIA,False,False,False,False,
2017-05-19,59,bullish,CHoCH,False,,3MINDIA,False,False,False,False,
2019-10-04,183,bearish,CHoCH,True,10.0,3MINDIA,False,False,False,False,
2020-02-07,201,bullish,CHoCH,True,20.0,3MINDIA,False,False,False,False,
2020-02-28,204,bearish,CHoCH,False,,3MINDIA,False,True,False,True,2.0
2020-07-17,224,bullish,CHoCH,False,,3MINDIA,False,False,False,False,
2021-08-13,280,bearish,CHoCH,True,20.0,3MINDIA,True,False,False,True,1.0
2023-05-19,372,bullish,CHoCH,True,10.0,3MINDIA,False,True,False,True,2.0
2024-03-15,415,bearish,CHoCH,False,,3MINDIA,False,True,True,True,2.0
2025-07-25,486,bullish,CHoCH,True,9.0,3MINDIA,False,True,True,True,2.0
2026-01-23,512,bearish,CHoCH,True,9.0,3MINDIA,False,False,False,False,
2026-02-27,517,bullish,CHoCH,False,,3MINDIA,True,False,False,True,1.0
2026-03-20,520,bearish,CHoCH,False,,3MINDIA,False,False,False,False,
2017-03-31,52,bullish,CHoCH,True,10.0,ABB,False,False,False,False,
2017-08-11,71,bearish,CHoCH,True,10.0,ABB,False,False,False,False,
2018-01-19,94,bullish,CHoCH,False,,ABB,False,False,False,False,
2018-03-23,103,bearish,CHoCH,False,,ABB,False,False,False,False,
2018-08-24,125,bullish,CHoCH,True,10.0,ABB,False,True,False,True,2.0
2019-12-20,194,bearish,CHoCH,True,20.0,ABB,False,False,True,True,3.0
2020-11-20,242,bullish,CHoCH,False,,ABB,False,False,False,False,
2022-02-18,307,bearish,CHoCH,True,20.0,ABB,True,True,True,True,1.0
2022-07-08,327,bullish,CHoCH,True,10.0,ABB,False,False,False,False,
2024-11-08,449,bearish,CHoCH,False,,ABB,False,False,True,True,3.0
2026-01-30,513,bullish,CHoCH,True,9.0,ABB,True,False,False,True,1.0
2017-01-27,43,bullish,CHoCH,True,9.0,ACC,True,True,False,True,1.0
2018-02-16,98,bearish,CHoCH,False,,ACC,False,False,False,False,
2018-08-24,125,bullish,CHoCH,False,,ACC,False,True,True,True,2.0
2019-08-23,177,bearish,CHoCH,True,20.0,ACC,True,False,True,True,1.0
2020-10-09,236,bullish,CHoCH,False,,ACC,False,False,False,False,
2021-12-24,299,bearish,CHoCH,False,,ACC,False,False,False,False,
2022-09-16,337,bullish,CHoCH,False,,ACC,False,True,True,True,2.0
2023-01-27,356,bearish,CHoCH,True,20.0,ACC,False,False,False,False,
2023-07-28,382,bullish,CHoCH,True,10.0,ACC,False,False,True,True,3.0
2024-10-25,447,bearish,CHoCH,False,,ACC,True,True,False,True,1.0
2025-05-16,26,bullish,CHoCH,False,,ACMESOLAR,False,False,False,False,
2025-11-14,52,bearish,CHoCH,False,,ACMESOLAR,False,False,False,False,
2026-03-13,69,bullish,CHoCH,True,10.0,ACMESOLAR,False,True,False,True,2.0
2017-05-19,59,bearish,CHoCH,True,9.0,AIAENG,True,False,True,True,1.0
2017-12-08,88,bullish,CHoCH,False,,AIAENG,False,False,False,False,
2019-08-16,176,bearish,CHoCH,False,,AIAENG,False,False,False,False,
2020-02-07,201,bullish,CHoCH,False,,AIAENG,False,True,True,True,2.0
2020-03-20,207,bearish,CHoCH,True,20.0,AIAENG,False,False,False,False,
2020-08-28,230,bullish,CHoCH,False,,AIAENG,False,True,True,True,2.0
2021-02-19,255,bearish,CHoCH,True,9.0,AIAENG,False,True,False,True,2.0
2021-06-25,273,bullish,CHoCH,True,10.0,AIAENG,False,False,True,True,3.0
2021-10-08,288,bearish,CHoCH,True,20.0,AIAENG,False,False,True,True,3.0
2022-05-27,321,bullish,CHoCH,True,20.0,AIAENG,False,False,False,False,
2024-11-15,450,bearish,CHoCH,False,,AIAENG,False,False,False,False,
2025-11-14,502,bullish,CHoCH,True,10.0,AIAENG,False,False,False,False,
2018-06-01,113,bearish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2019-03-08,153,bullish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2020-03-27,208,bearish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2020-08-21,229,bullish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2023-05-19,372,bearish,CHoCH,True,10.0,APLAPOLLO,False,False,False,False,
2023-06-16,376,bullish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2024-01-26,408,bearish,CHoCH,True,20.0,APLAPOLLO,True,False,False,True,1.0
2024-05-17,424,bullish,CHoCH,True,21.0,APLAPOLLO,False,False,True,True,3.0
2024-09-06,440,bearish,CHoCH,True,10.0,APLAPOLLO,True,True,False,True,1.0
2025-05-09,475,bullish,CHoCH,False,,APLAPOLLO,False,False,False,False,
2018-08-31,59,bullish,CHoCH,False,,AUBANK,True,True,False,True,1.0
2018-09-28,63,bearish,CHoCH,False,,AUBANK,False,False,True,True,3.0
2019-05-24,97,bullish,CHoCH,False,,AUBANK,False,False,False,False,
2020-03-20,140,bearish,CHoCH,True,9.0,AUBANK,False,False,False,False,
2020-11-13,174,bullish,CHoCH,False,,AUBANK,False,False,False,False,
2021-12-24,232,bearish,CHoCH,False,,AUBANK,False,False,False,False,
2022-02-04,238,bullish,CHoCH,False,,AUBANK,False,True,True,True,2.0
2023-03-24,297,bearish,CHoCH,False,,AUBANK,False,False,False,False,
2023-05-12,304,bullish,CHoCH,False,,AUBANK,False,False,False,False,
2023-10-27,328,bearish,CHoCH,False,,AUBANK,False,False,False,False,
2023-12-22,336,bullish,CHoCH,True,10.0,AUBANK,False,True,False,True,2.0
2024-02-02,342,bearish,CHoCH,False,,AUBANK,False,False,False,False,
2024-09-06,373,bullish,CHoCH,False,,AUBANK,False,False,False,False,
2024-11-08,382,bearish,CHoCH,False,,AUBANK,False,False,False,False,
2025-04-25,406,bullish,CHoCH,False,,AUBANK,False,False,False,False,
2023-05-26,67,bullish,CHoCH,True,9.0,AWL,False,False,False,False,
2023-09-01,81,bearish,CHoCH,False,,AWL,False,False,False,False,
2024-08-02,129,bullish,CHoCH,True,10.0,AWL,False,True,True,True,2.0
2024-11-22,145,bearish,CHoCH,True,10.0,AWL,False,False,False,False,
2025-01-24,36,bearish,CHoCH,False,,AADHARHFC,False,True,False,True,2.0
2025-04-11,47,bullish,CHoCH,True,21.0,AADHARHFC,False,False,False,False,
2025-11-21,79,bearish,CHoCH,True,20.0,AADHARHFC,True,False,False,True,1.0
2017-08-11,71,bearish,CHoCH,True,9.0,AARTIIND,True,False,False,True,1.0
2017-12-22,90,bullish,CHoCH,True,21.0,AARTIIND,False,True,False,True,2.0
2018-09-28,130,bearish,CHoCH,True,10.0,AARTIIND,False,False,True,True,3.0
2018-11-23,138,bullish,CHoCH,False,,AARTIIND,False,False,True,True,3.0
2019-08-23,177,bearish,CHoCH,False,,AARTIIND,False,False,False,False,
2020-01-31,200,bullish,CHoCH,True,10.0,AARTIIND,False,False,False,False,
2022-03-04,309,bearish,CHoCH,False,,AARTIIND,False,False,True,True,3.0
2023-12-01,400,bullish,CHoCH,False,,AARTIIND,False,False,False,False,
2024-10-04,444,bearish,CHoCH,False,,AARTIIND,False,False,False,False,
2025-06-27,482,bullish,CHoCH,True,20.0,AARTIIND,False,False,False,False,
2025-12-05,505,bearish,CHoCH,True,10.0,AARTIIND,False,True,True,True,2.0
2026-02-06,514,bullish,CHoCH,True,10.0,AARTIIND,False,False,False,False,
2020-03-20,75,bearish,CHoCH,False,,AAVAS,False,False,False,False,
2020-06-19,88,bullish,CHoCH,True,9.0,AAVAS,True,True,False,True,1.0
2022-03-25,180,bearish,CHoCH,False,,AAVAS,False,True,True,True,2.0
2024-06-14,296,bullish,CHoCH,False,,AAVAS,False,False,False,False,
2025-08-01,355,bearish,CHoCH,True,10.0,AAVAS,False,False,False,False,
2016-10-28,30,bullish,CHoCH,True,21.0,ABBOTINDIA,False,False,False,False,
2017-01-20,42,bearish,CHoCH,False,,ABBOTINDIA,False,False,True,True,3.0
2017-04-07,53,bullish,CHoCH,False,,ABBOTINDIA,False,False,False,False,
2017-05-05,57,bearish,CHoCH,False,,ABBOTINDIA,False,False,False,False,
2017-11-17,85,bullish,CHoCH,False,,ABBOTINDIA,False,False,False,False,
2021-01-15,250,bearish,CHoCH,True,10.0,ABBOTINDIA,False,False,False,False,
2021-03-26,260,bullish,CHoCH,True,9.0,ABBOTINDIA,False,True,True,True,2.0
2025-01-31,461,bearish,CHoCH,False,,ABBOTINDIA,False,True,False,True,2.0
2025-03-07,466,bullish,CHoCH,False,,ABBOTINDIA,False,True,False,True,2.0
2026-02-06,514,bearish,CHoCH,False,,ABBOTINDIA,False,False,False,False,
2017-08-11,71,bearish,CHoCH,True,9.0,ACE,True,False,False,True,1.0
2017-10-27,82,bullish,CHoCH,True,10.0,ACE,False,False,False,False,
2018-06-01,113,bearish,CHoCH,True,10.0,ACE,False,False,False,False,
2019-03-29,156,bullish,CHoCH,True,10.0,ACE,False,True,False,True,2.0
2019-07-12,171,bearish,CHoCH,False,,ACE,False,False,False,False,
2020-06-12,219,bullish,CHoCH,True,20.0,ACE,True,True,True,True,1.0
2022-05-13,319,bearish,CHoCH,False,,ACE,False,False,True,True,3.0
2022-09-02,335,bullish,CHoCH,True,9.0,ACE,False,False,False,False,
2024-10-25,447,bearish,CHoCH,True,20.0,ACE,False,False,True,True,3.0
2024-12-20,455,bullish,CHoCH,True,21.0,ACE,False,False,False,False,
2025-02-28,465,bearish,CHoCH,False,,ACE,False,True,True,True,2.0
2017-08-11,71,bearish,CHoCH,True,9.0,ADANIENSOL,False,False,False,False,
2017-09-15,76,bullish,CHoCH,False,,ADANIENSOL,True,True,False,True,1.0
2018-05-04,109,bearish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2019-03-15,154,bullish,CHoCH,True,21.0,ADANIENSOL,False,True,False,True,2.0
2019-05-10,162,bearish,CHoCH,True,9.0,ADANIENSOL,True,False,False,True,1.0
2019-10-25,186,bullish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2020-03-13,206,bearish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2020-06-19,220,bullish,CHoCH,True,10.0,ADANIENSOL,True,False,False,True,1.0
2023-02-03,357,bearish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2023-12-08,401,bullish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2024-10-04,444,bearish,CHoCH,True,21.0,ADANIENSOL,True,False,True,True,1.0
2025-10-31,500,bullish,CHoCH,False,,ADANIENSOL,False,False,False,False,
2017-01-27,43,bullish,CHoCH,True,10.0,ADANIENT,False,False,False,False,
2019-02-08,149,bearish,CHoCH,False,,ADANIENT,False,False,False,False,
2019-05-24,164,bullish,CHoCH,True,9.0,ADANIENT,False,False,False,False,
2020-03-13,206,bearish,CHoCH,True,20.0,ADANIENT,False,False,False,False,
2020-06-26,221,bullish,CHoCH,True,20.0,ADANIENT,True,False,False,True,1.0
2023-01-27,356,bearish,CHoCH,True,20.0,ADANIENT,False,False,False,False,
2023-05-26,373,bullish,CHoCH,True,9.0,ADANIENT,False,False,False,False,
2024-05-10,423,bearish,CHoCH,True,21.0,ADANIENT,False,False,False,False,
2024-05-24,425,bullish,CHoCH,True,21.0,ADANIENT,False,True,True,True,2.0
2024-10-25,447,bearish,CHoCH,True,10.0,ADANIENT,True,True,True,True,1.0
2025-06-27,482,bullish,CHoCH,True,20.0,ADANIENT,False,False,False,False,
2026-01-23,512,bearish,CHoCH,False,,ADANIENT,False,True,True,True,2.0
2020-02-28,88,bearish,CHoCH,True,9.0,ADANIGREEN,True,False,False,True,1.0
2020-05-15,99,bullish,CHoCH,False,,ADANIGREEN,False,False,False,False,
2021-07-23,161,bearish,CHoCH,False,,ADANIGREEN,False,False,False,False,
2021-12-17,182,bullish,CHoCH,False,,ADANIGREEN,True,True,True,True,1.0
2022-06-17,208,bearish,CHoCH,False,,ADANIGREEN,False,False,False,False,
2023-07-28,266,bullish,CHoCH,True,9.0,ADANIGREEN,False,False,True,True,3.0
2023-10-27,279,bearish,CHoCH,False,,ADANIGREEN,True,True,True,True,1.0
2023-12-08,285,bullish,CHoCH,False,,ADANIGREEN,False,False,False,False,
2024-10-25,331,bearish,CHoCH,False,,ADANIGREEN,False,True,False,True,2.0
2025-05-16,360,bullish,CHoCH,True,9.0,ADANIGREEN,False,True,True,True,2.0
2025-08-08,372,bearish,CHoCH,True,21.0,ADANIGREEN,False,True,True,True,2.0
2025-10-03,380,bullish,CHoCH,False,,ADANIGREEN,False,False,False,False,
2026-01-09,394,bearish,CHoCH,True,21.0,ADANIGREEN,False,False,False,False,
2026-04-17,408,bullish,CHoCH,False,,ADANIGREEN,,,,False,
2018-03-16,102,bearish,CHoCH,False,,ADANIPORTS,False,False,True,True,3.0
2019-05-24,164,bullish,CHoCH,True,10.0,ADANIPORTS,False,False,False,False,
2020-02-28,204,bearish,CHoCH,True,10.0,ADANIPORTS,False,False,False,False,
2020-11-27,243,bullish,CHoCH,True,9.0,ADANIPORTS,False,False,False,False,
2021-07-16,276,bearish,CHoCH,True,10.0,ADANIPORTS,False,False,True,True,3.0
2022-04-08,314,bullish,CHoCH,False,,ADANIPORTS,False,False,False,False,
2023-01-27,356,bearish,CHoCH,True,9.0,ADANIPORTS,False,False,False,False,
2023-05-26,373,bullish,CHoCH,True,21.0,ADANIPORTS,False,False,False,False,
2024-10-25,447,bearish,CHoCH,False,,ADANIPORTS,True,False,False,True,1.0
2025-03-21,468,bullish,CHoCH,True,9.0,ADANIPORTS,True,True,True,True,1.0
2025-08-08,488,bearish,CHoCH,True,9.0,ADANIPORTS,True,True,True,True,1.0
2025-10-17,498,bullish,CHoCH,True,10.0,ADANIPORTS,False,True,False,True,2.0
2016-12-09,36,bullish,CHoCH,False,,ADANIPOWER,False,False,True,True,3.0
2017-04-14,54,bearish,CHoCH,True,9.0,ADANIPOWER,False,False,False,False,
2017-11-03,83,bullish,CHoCH,False,,ADANIPOWER,False,True,False,True,2.0
2018-03-09,101,bearish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2018-08-03,122,bullish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2020-02-21,203,bearish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2020-12-04,244,bullish,CHoCH,True,21.0,ADANIPOWER,False,False,True,True,3.0
2021-08-13,280,bearish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2021-10-22,290,bullish,CHoCH,False,,ADANIPOWER,True,True,True,True,1.0
2022-12-16,350,bearish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2023-04-28,369,bullish,CHoCH,True,9.0,ADANIPOWER,True,False,True,True,1.0
2024-10-18,446,bearish,CHoCH,False,,ADANIPOWER,False,False,True,True,3.0
2025-07-11,484,bullish,CHoCH,False,,ADANIPOWER,False,False,False,False,
2025-12-19,507,bearish,CHoCH,False,,ADANIPOWER,False,False,True,True,3.0
2026-04-03,522,bullish,CHoCH,False,,ADANIPOWER,False,False,,False,
2019-08-02,38,bearish,CHoCH,True,9.0,ATGL,True,True,True,True,1.0
2020-01-03,60,bullish,CHoCH,True,10.0,ATGL,True,False,True,True,1.0
2020-02-28,68,bearish,CHoCH,True,9.0,ATGL,False,False,False,False,
2020-08-28,94,bullish,CHoCH,False,,ATGL,False,False,False,False,
2022-02-25,172,bearish,CHoCH,True,20.0,ATGL,False,True,False,True,2.0
2022-03-25,176,bullish,CHoCH,True,9.0,ATGL,False,False,False,False,
2023-01-27,220,bearish,CHoCH,True,10.0,ATGL,False,False,False,False,
2023-12-01,264,bullish,CHoCH,True,9.0,ATGL,False,False,False,False,
2024-03-22,280,bearish,CHoCH,True,20.0,ATGL,True,False,True,True,1.0
2025-05-16,340,bullish,CHoCH,True,20.0,ATGL,False,False,False,False,
2025-12-19,371,bearish,CHoCH,False,,ATGL,False,True,True,True,2.0
2019-11-22,116,bullish,CHoCH,True,10.0,ABCAPITAL,False,False,True,True,3.0
2020-02-28,130,bearish,CHoCH,False,,ABCAPITAL,False,False,False,False,
2020-06-26,147,bullish,CHoCH,True,20.0,ABCAPITAL,True,False,True,True,1.0
2021-08-20,207,bearish,CHoCH,True,20.0,ABCAPITAL,False,False,True,True,3.0
2021-12-10,223,bullish,CHoCH,False,,ABCAPITAL,False,True,True,True,2.0
2022-06-17,250,bearish,CHoCH,False,,ABCAPITAL,False,False,False,False,
2022-11-04,270,bullish,CHoCH,False,,ABCAPITAL,False,False,False,False,
2024-11-15,376,bearish,CHoCH,False,,ABCAPITAL,False,False,False,False,
2025-05-16,402,bullish,CHoCH,False,,ABCAPITAL,False,False,False,False,
2017-04-14,54,bullish,CHoCH,False,,ABFRL,False,False,True,True,3.0
2017-10-13,80,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2018-08-03,122,bullish,CHoCH,True,10.0,ABFRL,False,False,False,False,
2019-08-02,174,bearish,CHoCH,False,,ABFRL,True,True,False,True,1.0
2019-11-22,190,bullish,CHoCH,True,10.0,ABFRL,True,False,False,True,1.0
2020-03-20,207,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2020-10-23,238,bullish,CHoCH,True,10.0,ABFRL,False,False,False,False,
2022-06-17,324,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2022-09-09,336,bullish,CHoCH,False,,ABFRL,False,False,False,False,
2023-03-17,363,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2024-01-26,408,bullish,CHoCH,True,21.0,ABFRL,False,False,True,True,3.0
2024-03-22,416,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2024-04-26,421,bullish,CHoCH,True,10.0,ABFRL,False,False,False,False,
2024-10-25,447,bearish,CHoCH,True,9.0,ABFRL,True,True,False,True,1.0
2025-08-22,490,bullish,CHoCH,False,,ABFRL,False,True,True,True,2.0
2026-01-16,511,bearish,CHoCH,False,,ABFRL,False,False,False,False,
2018-02-16,98,bearish,CHoCH,False,,ABREL,False,False,False,False,
2019-05-24,164,bullish,CHoCH,True,10.0,ABREL,False,False,False,False,
2019-10-11,184,bearish,CHoCH,True,21.0,ABREL,False,False,False,False,
2020-08-21,229,bullish,CHoCH,True,10.0,ABREL,True,True,True,True,1.0
2022-03-04,309,bearish,CHoCH,False,,ABREL,True,True,False,True,1.0
2022-09-09,336,bullish,CHoCH,False,,ABREL,False,True,False,True,2.0
2022-11-18,346,bearish,CHoCH,False,,ABREL,False,True,True,True,2.0
2023-07-07,379,bullish,CHoCH,False,,ABREL,False,False,False,False,
2024-12-27,456,bearish,CHoCH,True,20.0,ABREL,False,False,False,False,
2025-05-16,476,bullish,CHoCH,True,9.0,ABREL,True,False,False,True,1.0
2025-10-03,496,bearish,CHoCH,False,,ABREL,False,False,False,False,
2023-12-22,114,bullish,CHoCH,True,9.0,ABSLAMC,False,False,True,True,3.0
2025-02-14,174,bearish,CHoCH,False,,ABSLAMC,False,False,False,False,
2025-05-23,188,bullish,CHoCH,False,,ABSLAMC,False,False,False,False,
2018-06-29,117,bearish,CHoCH,False,,AEGISLOG,False,True,True,True,2.0
2019-04-05,157,bullish,CHoCH,True,10.0,AEGISLOG,True,False,False,True,1.0
2019-09-20,181,bearish,CHoCH,False,,AEGISLOG,True,False,False,True,1.0
2020-01-17,198,bullish,CHoCH,False,,AEGISLOG,False,False,True,True,3.0
2020-03-20,207,bearish,CHoCH,False,,AEGISLOG,False,False,False,False,
2020-08-28,230,bullish,CHoCH,True,10.0,AEGISLOG,True,True,True,True,1.0
2021-08-20,281,bearish,CHoCH,False,,AEGISLOG,False,False,False,False,
2022-07-22,329,bullish,CHoCH,True,20.0,AEGISLOG,False,False,False,False,
2023-06-23,377,bearish,CHoCH,False,,AEGISLOG,False,True,False,True,2.0
2024-02-16,411,bullish,CHoCH,True,21.0,AEGISLOG,False,False,False,False,
2024-10-11,445,bearish,CHoCH,False,,AEGISLOG,True,False,False,True,1.0
2024-11-29,452,bullish,CHoCH,False,,AEGISLOG,False,True,True,True,2.0
2025-08-29,491,bearish,CHoCH,True,10.0,AEGISLOG,False,True,False,True,2.0
2026-01-09,31,bearish,CHoCH,True,9.0,AEGISVOPAK,False,False,True,True,3.0
2020-03-20,32,bearish,CHoCH,False,,AFFLE,False,False,False,False,
2020-07-10,48,bullish,CHoCH,False,,AFFLE,False,False,False,False,
2021-05-21,93,bearish,CHoCH,True,9.0,AFFLE,True,False,True,True,1.0
2021-10-08,113,bullish,CHoCH,False,,AFFLE,False,True,True,True,2.0
2022-05-13,144,bearish,CHoCH,False,,AFFLE,True,False,False,True,1.0
2023-09-08,213,bullish,CHoCH,True,10.0,AFFLE,True,False,True,True,1.0
2023-11-10,222,bearish,CHoCH,True,10.0,AFFLE,False,False,False,False,
2023-12-15,227,bullish,CHoCH,False,,AFFLE,True,False,False,True,1.0
2025-02-28,290,bearish,CHoCH,False,,AFFLE,False,True,False,True,2.0
2025-06-13,305,bullish,CHoCH,False,,AFFLE,False,False,False,False,
2025-11-07,326,bearish,CHoCH,True,10.0,AFFLE,False,False,False,False,
2017-04-28,56,bearish,CHoCH,False,,AJANTPHARM,False,False,False,False,
2018-08-03,122,bullish,CHoCH,True,20.0,AJANTPHARM,True,True,False,True,1.0
2019-07-12,171,bearish,CHoCH,False,,AJANTPHARM,False,False,True,True,3.0
2020-01-17,198,bullish,CHoCH,False,,AJANTPHARM,False,False,True,True,3.0
2021-11-26,295,bearish,CHoCH,False,,AJANTPHARM,True,True,True,True,1.0
2022-09-02,335,bullish,CHoCH,False,,AJANTPHARM,False,True,False,True,2.0
2025-09-26,495,bearish,CHoCH,True,10.0,AJANTPHARM,False,False,True,True,3.0
2026-01-02,509,bullish,CHoCH,False,,AJANTPHARM,False,True,True,True,2.0
2026-02-27,81,bullish,CHoCH,False,,AKUMS,True,True,True,True,1.0
2017-03-24,51,bullish,CHoCH,True,21.0,AKZOINDIA,False,False,False,False,
2018-09-21,129,bearish,CHoCH,False,,AKZOINDIA,False,False,False,False,
2018-12-21,142,bullish,CHoCH,True,9.0,AKZOINDIA,True,False,False,True,1.0
2019-05-17,163,bearish,CHoCH,False,,AKZOINDIA,False,False,False,False,
2019-09-27,182,bullish,CHoCH,False,,AKZOINDIA,False,False,True,True,3.0
2021-10-29,291,bearish,CHoCH,False,,AKZOINDIA,True,True,False,True,1.0
2022-09-09,336,bullish,CHoCH,True,10.0,AKZOINDIA,False,False,False,False,
2025-02-14,463,bearish,CHoCH,True,10.0,AKZOINDIA,False,False,False,False,
2025-07-25,486,bullish,CHoCH,False,,AKZOINDIA,False,True,False,True,2.0
2025-12-19,507,bearish,CHoCH,True,21.0,AKZOINDIA,False,False,False,False,
2017-01-27,43,bearish,CHoCH,False,,APLLTD,False,False,False,False,
2018-08-03,122,bullish,CHoCH,False,,APLLTD,False,False,False,False,
2019-02-15,150,bearish,CHoCH,True,20.0,APLLTD,False,False,False,False,
2019-11-01,187,bullish,CHoCH,True,21.0,APLLTD,False,False,False,False,
2021-02-05,253,bearish,CHoCH,True,21.0,APLLTD,False,True,False,True,2.0
2023-07-21,381,bullish,CHoCH,False,,APLLTD,False,False,False,False,
2024-06-14,428,bearish,CHoCH,False,,APLLTD,False,True,False,True,2.0
2024-07-19,433,bullish,CHoCH,False,,APLLTD,False,False,False,False,
2025-01-24,460,bearish,CHoCH,True,21.0,APLLTD,False,False,False,False,
2025-05-30,478,bullish,CHoCH,False,,APLLTD,False,False,False,False,
2025-09-26,495,bearish,CHoCH,True,21.0,APLLTD,False,False,True,True,3.0
2018-03-30,104,bearish,CHoCH,True,20.0,ALKEM,False,False,False,False,
2018-07-27,121,bullish,CHoCH,True,9.0,ALKEM,False,False,True,True,3.0
2018-10-12,132,bearish,CHoCH,True,20.0,ALKEM,False,False,False,False,
2019-11-01,187,bullish,CHoCH,True,10.0,ALKEM,False,True,False,True,2.0
2022-03-04,309,bearish,CHoCH,False,,ALKEM,True,True,False,True,1.0
2023-03-31,365,bullish,CHoCH,True,21.0,ALKEM,False,False,False,False,
2026-03-13,519,bearish,CHoCH,True,20.0,ALKEM,False,True,True,True,2.0
2016-11-18,33,bearish,CHoCH,True,21.0,ALKYLAMINE,False,False,False,False,
2017-02-03,44,bullish,CHoCH,True,20.0,ALKYLAMINE,False,False,False,False,
2021-11-05,292,bearish,CHoCH,False,,ALKYLAMINE,False,False,False,False,
2023-06-16,376,bullish,CHoCH,True,10.0,ALKYLAMINE,False,True,False,True,2.0
2023-08-04,383,bearish,CHoCH,False,,ALKYLAMINE,False,False,False,False,
2024-01-05,405,bullish,CHoCH,False,,ALKYLAMINE,False,True,False,True,2.0
2024-03-15,415,bearish,CHoCH,False,,ALKYLAMINE,False,False,True,True,3.0
2024-09-06,440,bullish,CHoCH,True,20.0,ALKYLAMINE,False,False,False,False,
2024-11-15,450,bearish,CHoCH,False,,ALKYLAMINE,False,False,True,True,3.0
2025-05-30,478,bullish,CHoCH,False,,ALKYLAMINE,False,False,False,False,
2025-12-12,506,bearish,CHoCH,False,,ALKYLAMINE,False,False,False,False,
2021-06-11,68,bullish,CHoCH,True,20.0,ALOKINDS,False,False,False,False,
2022-06-17,121,bearish,CHoCH,False,,ALOKINDS,False,True,False,True,2.0
2023-06-16,173,bullish,CHoCH,False,,ALOKINDS,False,False,False,False,
2024-05-31,223,bearish,CHoCH,True,10.0,ALOKINDS,True,False,False,True,1.0
2016-09-02,22,bullish,CHoCH,True,10.0,ARE&M,False,False,False,False,
2016-11-11,32,bearish,CHoCH,True,9.0,ARE&M,True,False,False,True,1.0
2018-05-11,110,bullish,CHoCH,False,,ARE&M,True,False,False,True,1.0
2018-06-29,117,bearish,CHoCH,False,,ARE&M,True,False,True,True,1.0
2019-09-27,182,bullish,CHoCH,False,,ARE&M,False,False,True,True,3.0
2020-02-28,204,bearish,CHoCH,True,10.0,ARE&M,False,False,False,False,
2020-11-06,240,bullish,CHoCH,True,10.0,ARE&M,False,False,False,False,
2021-02-19,255,bearish,CHoCH,True,9.0,ARE&M,True,True,False,True,1.0
2022-11-04,344,bullish,CHoCH,True,20.0,ARE&M,False,False,False,False,
2024-09-20,442,bearish,CHoCH,True,20.0,ARE&M,True,True,False,True,1.0
2019-10-04,87,bullish,CHoCH,False,,AMBER,False,False,False,False,
2022-05-20,224,bearish,CHoCH,False,,AMBER,False,False,False,False,
2023-05-19,276,bullish,CHoCH,True,10.0,AMBER,False,False,False,False,
2025-02-28,369,bearish,CHoCH,True,20.0,AMBER,False,False,False,False,
2025-07-04,387,bullish,CHoCH,False,,AMBER,False,False,False,False,
2025-12-05,409,bearish,CHoCH,False,,AMBER,False,False,False,False,
2017-04-14,54,bullish,CHoCH,False,,AMBUJACEM,False,False,True,True,3.0
2018-03-02,100,bearish,CHoCH,True,21.0,AMBUJACEM,False,False,False,False,
2019-03-29,156,bullish,CHoCH,False,,AMBUJACEM,True,True,False,True,1.0
2019-09-06,179,bearish,CHoCH,False,,AMBUJACEM,False,False,True,True,3.0
