screener_sector,nifty_industry,symbol_nse,company_name,industry,in_nse_eq
Aerospace & Defense,Capital Goods,NSE:ABB-EQ,ABB India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ACE-EQ,Action Construction Equipment Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:AEQUS-EQ,Aequs Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:AIAENG-EQ,AIA Engineering Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ANUP-EQ,The Anup Engineering Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:APARINDS-EQ,Apar Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:APLAPOLLO-EQ,APL Apollo Tubes Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:APOLLO-EQ,Apollo Micro Systems Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ASHOKLEY-EQ,Ashok Leyland Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ASTRAL-EQ,Astral Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ASTRAMICRO-EQ,Astra Microwave Products Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ATLANTAELE-EQ,Atlanta Electricals Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:AVALON-EQ,Avalon Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:AXISCADES-EQ,AXISCADES Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:AZAD-EQ,Azad Engineering Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BALUFORGE-EQ,Balu Forge Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BDL-EQ,Bharat Dynamics Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BEL-EQ,Bharat Electronics Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BEML-EQ,BEML Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BHEL-EQ,Bharat Heavy Electricals Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:BORORENEW-EQ,Borosil Renewables Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:CARBORUNIV-EQ,Carborundum Universal Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:CGPOWER-EQ,CG Power and Industrial Solutions Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:COCHINSHIP-EQ,Cochin Shipyard Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:CPPLUS-EQ,Aditya Infotech Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:CUMMINSIND-EQ,Cummins India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:DATAPATTNS-EQ,Data Patterns (India) Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:DIACABS-EQ,Diamond Power Infrastructure Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:DYNAMATECH-EQ,Dynamatic Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ELECON-EQ,Elecon Engineering Co. Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ELECTCAST-EQ,Electrosteel Castings Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ELGIEQUIP-EQ,Elgi Equipments Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:EMMVEE-EQ,Emmvee Photovoltaic Power Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ENRIN-EQ,Siemens Energy India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:EPL-EQ,EPL Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ESCORTS-EQ,Escorts Kubota Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:FINCABLES-EQ,Finolex Cables Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:FINPIPE-EQ,Finolex Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GALLANTT-EQ,Gallantt Ispat Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GMMPFAUDLR-EQ,GMM Pfaudler Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GPIL-EQ,Godawari Power & Ispat Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GRAPHITE-EQ,Graphite India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GREAVESCOT-EQ,Greaves Cotton Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GRSE-EQ,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GRWRHITECH-EQ,Garware Hi-Tech Films Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:GVT&D-EQ,GE Vernova T&D India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:HAL-EQ,Hindustan Aeronautics Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:HBLENGINE-EQ,HBL Engineering Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:HEG-EQ,H.E.G. Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:HONAUT-EQ,Honeywell Automation India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:INOXINDIA-EQ,INOX India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:INOXWIND-EQ,Inox Wind Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:JAYNECOIND-EQ,Jayaswal Neco Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:JINDALSAW-EQ,Jindal Saw Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:JWL-EQ,Jupiter Wagons Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:JYOTICNC-EQ,Jyoti CNC Automation Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KAYNES-EQ,Kaynes Technology India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KEI-EQ,KEI Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KIRLOSBROS-EQ,Kirloskar Brothers Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KIRLOSENG-EQ,Kirloskar Oil Eng Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KIRLPNU-EQ,Kirloskar Pneumatic Company Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KRN-EQ,KRN Heat Exchanger and Refrigeration Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:KSB-EQ,KSB Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:LLOYDSENGG-EQ,Lloyds Engineering Works Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:MAHSEAMLES-EQ,Maharashtra Seamless Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:MAZDOCK-EQ,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:MIDHANI-EQ,Mishra Dhatu Nigam Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:MTARTECH-EQ,MTAR Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:OSWALPUMPS-EQ,Oswal Pumps Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:PARAS-EQ,Paras Defence and Space Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:POLYCAB-EQ,Polycab India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:POWERINDIA-EQ,Hitachi Energy India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:PRAJIND-EQ,Praj Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:PREMIERENE-EQ,Premier Energies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:PTCIL-EQ,PTC Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:QPOWER-EQ,Quality Power Electrical Equipments Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:RHIM-EQ,RHI MAGNESITA INDIA LTD.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:RRKABEL-EQ,R R Kabel Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SAATVIKGL-EQ,Saatvik Green Energy Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SCHNEIDER-BE,Schneider Electric Infrastructure Ltd.,Capital Goods,false
Aerospace & Defense,Capital Goods,NSE:SHAKTIPUMP-EQ,Shakti Pumps (India) Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SHYAMMETL-EQ,Shyam Metalics and Energy Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SIEMENS-EQ,Siemens Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SKFINDUS-EQ,SKF India (Industrial) Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SKIPPER-EQ,Skipper Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SMLMAH-EQ,SML Mahindra Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SUBROS-EQ,Subros Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SUPREMEIND-EQ,Supreme Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SURYAROSNI-EQ,Surya Roshni Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SUZLON-EQ,Suzlon Energy Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:SYRMA-EQ,Syrma SGS Technology Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TARIL-EQ,Transformers And Rectifiers (India) Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TDPOWERSYS-EQ,TD Power Systems Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TEGA-EQ,Tega Industries Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TEXRAIL-EQ,Texmaco Rail & Eng. Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:THERMAX-EQ,Thermax Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TIMETECHNO-EQ,Time Technoplast Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TIMKEN-EQ,Timken India Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TITAGARH-EQ,Titagarh Rail Systems Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TMCV-EQ,Tata Motors Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TRANSRAILL-EQ,Transrail Lighting Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:TRITURBINE-EQ,Triveni Turbine Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:USHAMART-EQ,Usha Martin Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:UTLSOLAR-EQ,Fujiyama Power Systems Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:VIKRAMSOLR-EQ,Vikram Solar Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:VOLTAMP-EQ,Voltamp Transformers Ltd,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:WAAREEENER-EQ,Waaree Energies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:WAAREERTL-EQ,Waaree Renewable Technologies Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:WEBELSOLAR-EQ,Websol Energy System Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:WELCORP-EQ,Welspun Corp Ltd.,Capital Goods,true
Aerospace & Defense,Capital Goods,NSE:ZENTEC-EQ,Zen Technologies Ltd.,Capital Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:ABDL-EQ,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:AVANTIFEED-EQ,Avanti Feeds Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:AWL-EQ,AWL Agri Business Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:BALRAMCHIN-EQ,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:BBTC-EQ,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:BECTORFOOD-EQ,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:BIKAJI-EQ,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:BRITANNIA-EQ,Britannia Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:CCL-EQ,CCL Products (I) Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:COLPAL-EQ,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:CUPID-EQ,Cupid Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:DABUR-EQ,Dabur India Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:DOMS-EQ,DOMS Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:EIDPARRY-EQ,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:EMAMILTD-EQ,Emami Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GAEL-EQ,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GILLETTE-EQ,Gillette India Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GODFRYPHLP-EQ,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GODREJAGRO-EQ,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GODREJCP-EQ,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:GOKULAGRO-EQ,Gokul Agro Resources Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:HERITGFOOD-EQ,Heritage Foods Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:HINDUNILVR-EQ,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:HONASA-EQ,Honasa Consumer Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:INDIAGLYCO-EQ,India Glycols Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:ITC-EQ,ITC Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:JYOTHYLAB-EQ,Jyothy Labs Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:KRBL-EQ,KRBL Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:KSCL-EQ,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:LTFOODS-EQ,LT Foods Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:MANORAMA-EQ,Manorama Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:MARICO-EQ,Marico Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:NESTLEIND-EQ,Nestle India Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:ORKLAINDIA-EQ,Orkla India Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:PATANJALI-EQ,Patanjali Foods Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:PGHH-EQ,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:PICCADIL-EQ,Piccadily Agro Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:RADICO-EQ,Radico Khaitan Ltd,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:RENUKA-EQ,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:TATACONSUM-EQ,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:TI-EQ,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:TRIVENI-EQ,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:UBL-EQ,United Breweries Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:UNITDSPR-EQ,United Spirits Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:VBL-EQ,Varun Beverages Ltd.,Fast Moving Consumer Goods,true
Agricultural Food & other Products,Fast Moving Consumer Goods,NSE:ZYDUSWELL-EQ,Zydus Wellness Ltd.,Fast Moving Consumer Goods,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:APOLLOTYRE-EQ,Apollo Tyres Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ARE&M-EQ,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ASAHIINDIA-EQ,Asahi India Glass Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ASKAUTOLTD-EQ,ASK Automotive Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ATHERENERG-EQ,Ather Energy Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BAJAJ-AUTO-EQ,Bajaj Auto Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BALKRISIND-EQ,Balkrishna Industries Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BANCOINDIA-EQ,Banco Products (India) Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BELRISE-EQ,Belrise Industries Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BHARATFORG-EQ,Bharat Forge Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:BOSCHLTD-EQ,Bosch Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:CEATLTD-EQ,Ceat Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:CIEINDIA-EQ,CIE Automotive India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:CRAFTSMAN-EQ,Craftsman Automation Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:EICHERMOT-EQ,Eicher Motors Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ENDURANCE-EQ,Endurance Technologies Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:EXIDEIND-EQ,Exide Industries Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:FIEMIND-EQ,Fiem Industries Ltd,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:FORCEMOT-EQ,Force Motors Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:GABRIEL-EQ,Gabriel India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:HEROMOTOCO-EQ,Hero MotoCorp Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:HYUNDAI-EQ,Hyundai Motor India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:JAMNAAUTO-EQ,Jamna Auto Industries Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:JBMA-EQ,JBM Auto Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:JKTYRE-EQ,JK Tyre & Industries Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:LUMAXTECH-EQ,Lumax Auto Technologies Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:M&M-EQ,Mahindra & Mahindra Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:MARUTI-EQ,Maruti Suzuki India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:MINDACORP-EQ,Minda Corporation Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:MOTHERSON-EQ,Samvardhana Motherson International Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:MRF-EQ,MRF Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:MSUMI-EQ,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:OLAELEC-EQ,Ola Electric Mobility Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:OLECTRA-EQ,Olectra Greentech Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:PRICOLLTD-EQ,Pricol Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:RKFORGE-EQ,Ramkrishna Forgings Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SANSERA-EQ,Sansera Engineering Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SCHAEFFLER-EQ,Schaeffler India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SHRIPISTON-EQ,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SKFINDIA-EQ,SKF India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SONACOMS-EQ,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:SUNDRMFAST-EQ,Sundram Fasteners Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:TENNIND-EQ,Tenneco Clean Air India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:TIINDIA-EQ,Tube Investments of India Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:TMPV-EQ,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:TVSMOTOR-EQ,TVS Motor Company Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:UNOMINDA-EQ,UNO Minda Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:VARROC-EQ,Varroc Engineering Ltd.,Automobile and Auto Components,true
"Agricultural, Commercial & Construction Vehicles",Automobile and Auto Components,NSE:ZFCVINDIA-EQ,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:APOLLOTYRE-EQ,Apollo Tyres Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:ARE&M-EQ,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:ASAHIINDIA-EQ,Asahi India Glass Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:ASKAUTOLTD-EQ,ASK Automotive Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:ATHERENERG-EQ,Ather Energy Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BAJAJ-AUTO-EQ,Bajaj Auto Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BALKRISIND-EQ,Balkrishna Industries Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BANCOINDIA-EQ,Banco Products (India) Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BELRISE-EQ,Belrise Industries Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BHARATFORG-EQ,Bharat Forge Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:BOSCHLTD-EQ,Bosch Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:CEATLTD-EQ,Ceat Ltd.,Automobile and Auto Components,true
Auto Components,Automobile and Auto Components,NSE:CIEINDIA-EQ,CIE Automotive India Ltd.,Automobile and Auto Components,true
