screener_sector,nifty_industry,symbol_nse,company_name,industry,in_nse_eq
Chemicals & Petrochemicals,Chemicals,NSE:DEEPAKFERT-EQ,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:DEEPAKNTR-EQ,Deepak Nitrite Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:ELLEN-EQ,Ellenbarrie Industrial Gases Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:FACT-EQ,Fertilisers and Chemicals Travancore Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:FLUOROCHEM-EQ,Gujarat Fluorochemicals Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:GHCL-EQ,GHCL Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:GNFC-EQ,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:GSFC-EQ,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:HSCL-EQ,Himadri Speciality Chemical Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:JUBLINGREA-EQ,Jubilant Ingrevia Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:LINDEINDIA-EQ,Linde India Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:LXCHEM-EQ,Laxmi Organic Industries Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:NAVINFLUOR-EQ,Navin Fluorine International Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:NEOGEN-EQ,NEOGEN CHEMICALS LTD.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:NFL-EQ,National Fertilizers Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:PARADEEP-EQ,Paradeep Phosphates Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:PCBL-EQ,PCBL Chemical Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:PIDILITIND-EQ,Pidilite Industries Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:PIIND-EQ,PI Industries Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:PRIVISCL-EQ,Privi Speciality Chemicals Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:RAIN-EQ,Rain Industries Ltd,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:RALLIS-EQ,Rallis India Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:RCF-EQ,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:REFEX-EQ,Refex Industries Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SHARDACROP-EQ,Sharda Cropchem Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SOLARINDS-EQ,Solar Industries India Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SPLPETRO-EQ,Supreme Petrochem Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SRF-EQ,SRF Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:STYRENIX-EQ,Styrenix Performance Materials Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SUDARSCHEM-EQ,Sudarshan Chemical Industries Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SUMICHEM-EQ,Sumitomo Chemical India Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:SWANCORP-EQ,Swan Corp Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:TATACHEM-EQ,Tata Chemicals Ltd.,Chemicals,true
Chemicals & Petrochemicals,Chemicals,NSE:UPL-EQ,UPL Ltd.,Chemicals,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:ABDL-EQ,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:AVANTIFEED-EQ,Avanti Feeds Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:AWL-EQ,AWL Agri Business Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:BALRAMCHIN-EQ,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:BBTC-EQ,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:BECTORFOOD-EQ,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:BIKAJI-EQ,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:BRITANNIA-EQ,Britannia Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:CCL-EQ,CCL Products (I) Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:COLPAL-EQ,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:CUPID-EQ,Cupid Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:DABUR-EQ,Dabur India Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:DOMS-EQ,DOMS Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:EIDPARRY-EQ,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:EMAMILTD-EQ,Emami Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GAEL-EQ,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GILLETTE-EQ,Gillette India Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GODFRYPHLP-EQ,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GODREJAGRO-EQ,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GODREJCP-EQ,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:GOKULAGRO-EQ,Gokul Agro Resources Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:HERITGFOOD-EQ,Heritage Foods Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:HINDUNILVR-EQ,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:HONASA-EQ,Honasa Consumer Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:INDIAGLYCO-EQ,India Glycols Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:ITC-EQ,ITC Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:JYOTHYLAB-EQ,Jyothy Labs Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:KRBL-EQ,KRBL Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:KSCL-EQ,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:LTFOODS-EQ,LT Foods Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:MANORAMA-EQ,Manorama Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:MARICO-EQ,Marico Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:NESTLEIND-EQ,Nestle India Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:ORKLAINDIA-EQ,Orkla India Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:PATANJALI-EQ,Patanjali Foods Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:PGHH-EQ,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:PICCADIL-EQ,Piccadily Agro Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:RADICO-EQ,Radico Khaitan Ltd,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:RENUKA-EQ,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:TATACONSUM-EQ,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:TI-EQ,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:TRIVENI-EQ,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:UBL-EQ,United Breweries Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:UNITDSPR-EQ,United Spirits Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:VBL-EQ,Varun Beverages Ltd.,Fast Moving Consumer Goods,true
Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NSE:ZYDUSWELL-EQ,Zydus Wellness Ltd.,Fast Moving Consumer Goods,true
Commercial Services & Supplies,Consumer Services,NSE:ABFRL-EQ,Aditya Birla Fashion and Retail Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:ABLBL-EQ,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:ARVINDFASN-EQ,Arvind Fashions Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:AVL-EQ,Aditya Vision Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:BLS-EQ,BLS International Services Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:CARTRADE-EQ,Cartrade Tech Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:CHALET-EQ,Chalet Hotels Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:CRIZAC-EQ,Crizac Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:DBREALTY-EQ,Valor Estate Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:DEVYANI-EQ,Devyani International Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:DMART-EQ,Avenue Supermarts Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:EIHOTEL-EQ,EIH Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:EMIL-EQ,Electronics Mart India Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:ENTERO-EQ,Entero Healthcare Solutions Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:ETERNAL-EQ,Eternal Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:FIRSTCRY-EQ,Brainbees Solutions Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:INDHOTEL-EQ,Indian Hotels Co. Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:INDIAMART-EQ,Indiamart Intermesh Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:IRCTC-EQ,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:ITCHOTELS-EQ,ITC Hotels Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:IXIGO-EQ,Le Travenues Technology Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:JSLL-EQ,Jeena Sikho Lifecare Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:JUBLFOOD-EQ,Jubilant Foodworks Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:JUSTDIAL-EQ,Justdial Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:LEMONTREE-EQ,Lemon Tree Hotels Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:LENSKART-EQ,Lenskart Solutions Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:MANYAVAR-EQ,Vedant Fashions Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:MEDPLUS-EQ,Medplus Health Services Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:MEESHO-EQ,Meesho Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:NAUKRI-EQ,Info Edge (India) Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:NYKAA-EQ,FSN E-Commerce Ventures Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:PWL-EQ,Physicswallah Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:RBA-EQ,Restaurant Brands Asia Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:RTNINDIA-EQ,RattanIndia Enterprises Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:SAMHI-EQ,Samhi Hotels Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:SAPPHIRE-EQ,Sapphire Foods India Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:SWIGGY-EQ,Swiggy Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:TBOTEK-EQ,TBO Tek Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:THELEELA-EQ,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:THOMASCOOK-EQ,Thomas Cook (India) Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:TRAVELFOOD-EQ,Travel Food Services Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:TRENT-EQ,Trent Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:URBANCO-EQ,Urban Company Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:V2RETAIL-EQ,V2 Retail Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:VENTIVE-EQ,Ventive Hospitality Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:VMART-EQ,V-Mart Retail Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:VMM-EQ,Vishal Mega Mart Ltd.,Consumer Services,true
Commercial Services & Supplies,Consumer Services,NSE:WESTLIFE-EQ,Westlife Foodworld Ltd.,Consumer Services,true
Construction,Construction,NSE:AFCONS-EQ,Afcons Infrastructure Ltd.,Construction,true
Construction,Construction,NSE:AHLUCONT-EQ,Ahluwalia Contracts (India) Ltd.,Construction,true
Construction,Construction,NSE:ASHOKA-EQ,Ashoka Buildcon Ltd.,Construction,true
Construction,Construction,NSE:CEMPRO-EQ,Cemindia Projects Ltd.,Construction,true
Construction,Construction,NSE:DBL-EQ,Dilip Buildcon Ltd.,Construction,true
Construction,Construction,NSE:ENGINERSIN-EQ,Engineers India Ltd.,Construction,true
Construction,Construction,NSE:HCC-EQ,Hindustan Construction Co. Ltd.,Construction,true
Construction,Construction,NSE:HGINFRA-EQ,H.G. Infra Engineering Ltd.,Construction,true
Construction,Construction,NSE:IRB-EQ,IRB Infrastructure Developers Ltd.,Construction,true
Construction,Construction,NSE:IRCON-EQ,IRCON International Ltd.,Construction,true
Construction,Construction,NSE:KEC-EQ,Kec International Ltd.,Construction,true
Construction,Construction,NSE:KNRCON-EQ,KNR Constructions Ltd.,Construction,true
Construction,Construction,NSE:KPIL-EQ,Kalpataru Projects International Ltd.,Construction,true
Construction,Construction,NSE:LT-EQ,Larsen & Toubro Ltd.,Construction,true
Construction,Construction,NSE:NBCC-EQ,NBCC (India) Ltd.,Construction,true
Construction,Construction,NSE:NCC-EQ,NCC Ltd.,Construction,true
Construction,Construction,NSE:PNCINFRA-EQ,PNC Infratech Ltd.,Construction,true
Construction,Construction,NSE:POWERMECH-EQ,Power Mech Projects Ltd.,Construction,true
Construction,Construction,NSE:RITES-EQ,RITES Ltd.,Construction,true
Construction,Construction,NSE:RVNL-EQ,Rail Vikas Nigam Ltd.,Construction,true
Construction,Construction,NSE:SWSOLAR-EQ,Sterling and Wilson Renewable Energy Ltd.,Construction,true
Construction,Construction,NSE:TECHNOE-EQ,Techno Electric & Engineering Company Ltd.,Construction,true
Construction,Construction,NSE:WELENT-EQ,Welspun Enterprises Ltd.,Construction,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:AEGISLOG-EQ,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:AEGISVOPAK-EQ,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:ATGL-EQ,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:BPCL-EQ,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:CASTROLIND-EQ,Castrol India Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:CHENNPETRO-EQ,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:COALINDIA-EQ,Coal India Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:GAIL-EQ,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:GSPL-EQ,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:GUJGASLTD-EQ,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:HINDPETRO-EQ,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:IGL-EQ,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:IOC-EQ,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:MGL-EQ,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:MRPL-EQ,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:OIL-EQ,Oil India Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:ONGC-EQ,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:PETRONET-EQ,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:RELIANCE-EQ,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,true
Consumable Fuels,Oil Gas & Consumable Fuels,NSE:SANDUMA-EQ,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,true
Consumer Durables,Consumer Durables,NSE:AKZOINDIA-EQ,Akzo Nobel India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:AMBER-EQ,Amber Enterprises India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:ASIANPAINT-EQ,Asian Paints Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:BAJAJELEC-EQ,Bajaj Electricals Ltd,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:BATAINDIA-EQ,Bata India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:BERGEPAINT-EQ,Berger Paints India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:BLUESTARCO-EQ,Blue Star Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:BLUESTONE-EQ,BlueStone Jewellery and Lifestyle Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:CAMPUS-EQ,Campus Activewear Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:CELLO-EQ,Cello World Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:CENTURYPLY-EQ,Century Plyboards (India) Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:CERA-EQ,Cera Sanitaryware Ltd,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:CROMPTON-EQ,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:DIXON-EQ,Dixon Technologies (India) Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:ETHOSLTD-EQ,Ethos Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:EUREKAFORB-EQ,Eureka Forbes Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:HAVELLS-EQ,Havells India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:IFBIND-EQ,IFB Industries Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:INDIGOPNTS-EQ,Indigo Paints Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:KAJARIACER-EQ,Kajaria Ceramics Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:KALYANKJIL-EQ,Kalyan Jewellers India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:KANSAINER-EQ,Kansai Nerolac Paints Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:LGEINDIA-EQ,LG Electronics India Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:PCJEWELLER-EQ,PC Jeweller Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:PGEL-EQ,PG Electroplast Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:PNGJL-EQ,P N Gadgil Jewellers Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:REDTAPE-EQ,Redtape Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:RELAXO-EQ,Relaxo Footwears Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:SAFARI-EQ,Safari Industries (India) Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:SENCO-EQ,Senco Gold Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:SFL-EQ,Sheela Foam Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:SHAILY-EQ,Shaily Engineering Plastics Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:SKYGOLD-EQ,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:THANGAMAYL-EQ,Thangamayil Jewellery Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:TITAN-EQ,Titan Company Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:VAIBHAVGBL-EQ,Vaibhav Global Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:VGUARD-EQ,V-Guard Industries Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:VIPIND-EQ,V.I.P. Industries Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:VOLTAS-EQ,Voltas Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:WAKEFIT-EQ,Wakefit Innovations Ltd.,Consumer Durables,true
Consumer Durables,Consumer Durables,NSE:WHIRLPOOL-EQ,Whirlpool of India Ltd.,Consumer Durables,true
Diversified,Diversified,NSE:3MINDIA-EQ,3M India Ltd.,Diversified,true
Diversified,Diversified,NSE:DCMSHRIRAM-EQ,DCM Shriram Ltd.,Diversified,true
Diversified,Diversified,NSE:GODREJIND-EQ,Godrej Industries Ltd.,Diversified,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:ABDL-EQ,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:AVANTIFEED-EQ,Avanti Feeds Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:AWL-EQ,AWL Agri Business Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:BALRAMCHIN-EQ,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:BBTC-EQ,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:BECTORFOOD-EQ,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:BIKAJI-EQ,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:BRITANNIA-EQ,Britannia Industries Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:CCL-EQ,CCL Products (I) Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:COLPAL-EQ,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:CUPID-EQ,Cupid Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:DABUR-EQ,Dabur India Ltd.,Fast Moving Consumer Goods,true
Diversified FMCG,Fast Moving Consumer Goods,NSE:DOMS-EQ,DOMS Industries Ltd.,Fast Moving Consumer Goods,true
