horizon_days,n,mean_pct,median_pct,win_rate_pct,p25_pct,p75_pct
5,18749,0.9083985589812348,0.38816108685104656,53.78953544189024,-2.242888402625831,3.35395069256903
10,18644,1.1538266750330328,0.5683102726533606,53.7331044840163,-3.359422165829293,4.863867175283265
20,18436,1.458008091784219,0.6606228004133907,52.82056845302668,-5.1799145832778,6.91895618735558
40,18196,2.2315307488250014,0.7485143369940661,52.374148164431745,-7.533635850607537,10.197255720535757
