horizon_days,n,mean_pct,median_pct,win_rate_pct,p25_pct,p75_pct
5,14261,0.893003753018125,0.3468208092485492,53.33426828413155,-2.3110183390487538,3.346850500135168
10,14175,1.088399847872987,0.47995200479951095,53.029982363315696,-3.457802980808511,4.814670120437814
20,13999,1.2539924500378152,0.4402302742973152,51.67511965140367,-5.441037378455594,6.7834690413361205
40,13799,1.8936927533140413,0.47505938242278223,51.58344807594754,-7.89077514064091,9.914204371798407
