symbol,company_name,page
521105,Olympia Industri,3
534623,Jupiter Info.,3
534708,Shanti Guru Inds,4
538890,M K Exim India,2
539277,Alstone Textiles,3
539519,Sattva Sukun,3
539599,Kotia Enterprise,3
539661,Ace Men,2
539673,Radhagobind Comm,4
539788,Khemani Distrib.,2
540146,Aditya Consumer,3
540615,7NR Retail Ltd,4
540956,Bhatia Communic.,2
541703,Raconteur Global,3
541865,Add-Shop E-Reta.,3
542727,City Pulse Multi,1
543262,MRP Agro,3
543613,Mafia Trends,4
543637,Pace E-Commerce,3
543746,Logica Infoway,2
543787,Macfos,2
543941,Ahasolar Technol,3
544173,Finelistings Tec,4
544464,Umiya Mobile,3
544514,Jay Ambe Super.,2
ABFRL,Aditya Bir. Fas.,1
ABLBL,A B Lifestyle,1
ACETEC,Acetech E-Commerce,2
ARVINDFASN,Arvind Fashions.,1
AVL,Aditya Vision,1
BCONCEPTS,Brand Concepts,2
BUILDPRO,Shankara Buildpro,2
CARTRADE,Cartrade Tech,1
CBAZAAR,Net Avenue,3
CELLPOINT,Cell Point,3
CRIZAC,Crizac,2
DIGIDRIVE,Digidrive Dist.,3
DMART,Avenue Super.,1
EMIL,Electronics Mart,2
ENTERO,Entero Healthcar,1
ETERNAL,Eternal,1
FCONSUMER,Future Consumer,3
FEL,Future Enterp.,3
FELDVR,Future Ent. DVR,3
FIRSTCRY,Brainbees Solut.,1
FLFL,Future Lifestyle,3
FONEBOX,Fonebox Retail,3
GOCOLORS,Go Fashion (I),2
INDIAMART,Indiamart Inter.,1
ISFT,Intrasoft Tech.,3
JUSTDIAL,Just Dial,1
KALAMANDIR,Sai Silks,2
KLL,Kaushalya,3
KORE,Jay Jalaram Tech,2
LENSKART,Lenskart Solut.,1
MANYAVAR,Vedant Fashions,1
MATRIMONY,Matrimony.com,2
MEDPLUS,Medplus Health,1
MEESHO,Meesho,1
MUFTI,Credo Brands,2
NAUKRI,Info Edg.(India),1
NYKAA,FSN E-Commerce,1
ONDOOR,On Door Concepts,3
OSIAHYPER,Osia Hyper Reta.,3
PATELRMART,Patel Retail,2
PRAXIS,Praxis Home,2
RETAIL,JHS Svend.Retail,3
RTNINDIA,RattanIndia Ent,1
SHANKARA,Shankara Building,2
SHOPERSTOP,Shoppers Stop,2
SPENCERS,Spencer's Retail,2
STYLEBAAZA,Baazar Style,2
SWIGGY,Swiggy,1
TCC,TCC Concept,2
TRENT,Trent,1
URBANCO,Urban Company,1
V2RETAIL,V2 Retail,1
VMART,V-Mart Retail,1
VMM,Vishal Mega Mart,1
WOMANCART,Womancart,2
