symbol,company_name,page
504028,GEE,4
504076,Jyoti,4
504080,JSL Industries,4
504084,Kaycee Inds.,4
504132,Permanent Magnet,3
504240,Delton Cables,4
504258,Lak. Electrical,4
504697,Galada Power,5
515008,Modern Insulator,3
517035,RIR Power Electr,3
517096,Aplab,4
517166,Spel Semiconduct,3
517201,Switching Tech.,5
517288,Gujarat Poly,5
517320,Magnus Steel,3
517370,Incap,5
517423,Integra Switch,5
517546,Alfa Transformer,5
522091,United Van Der,4
531215,RTS Power Corpn.,5
531262,Equilateral Ent.,5
531460,Cont. Controls,5
531472,Cybele Industrie,5
531812,SGN Telecoms,5
539196,Amba Enterprises,4
539255,Star Delta Trans,4
539760,Relicab Cable,5
539984,Hindusthan Insulators &,3
540358,RMC Switchgears,3
540614,G G Engineering,5
540651,Jigar Cables,5
542679,Dhanashree Elect,4
544150,KP Green Engg.,2
544310,Yash Highvoltage,2
544501,Sugs Lloyd,4
544681,Indo SMC,3
544710,Accord Transformer,4
AARTECH,Aartech Solonics,4
ABB,A B B,1
AEPL,Artemis Electri.,3
AKANKSHA,Akanksha Power,4
ALPEXSOLAR,Alpex Solar,2
APARINDS,Apar Inds.,1
APS,Australian Prem,3
ATCENERGY,ATC Energies,5
ATLANTAELE,Atlanta Electric,1
AVALON,Avalon Tech,2
AVANA,Avana Electrosystems,4
AZAD,Azad Engineering,1
BAJEL,Bajel Projects,2
BBL,Bharat Bijlee,2
BHEL,B H E L,1
CGPOWER,CG Power & Ind,1
DANISH,Danish Power,2
DIACABS,Diamond Power,2
EEPL,Eppeltone Ene.,4
EFORCE,Electro Force,5
ELECON,Elecon Engg.Co,1
EMMVEE,Emmvee Photovol.,1
ENRIN,Siemens Ener.Ind,1
EXICOM,Exicom Tele-Sys.,3
GENSOL,Gensol Engineer.,5
GENUSPOWER,Genus Power,1
GGBL,Ganesh Green,3
GPECO,GP Eco Solutions,3
GVPIL,GE Power,2
GVT&D,GE Vernova T&D,1
INDOTECH,Indo Tech.Trans.,2
INOXWIND,Inox Wind,1
JYOTISTRUC,Jyoti Structures,2
KECL,Kirl. Electric,3
MARSONS,Marsons,2
MEIL,Mangal Electrica,3
MODISONLTD,Modison,3
NEUEON,Neueon Corporation,4
ORIANA,Oriana Power Ltd,2
PARTH,Parth Electrical,3
PERFECT,Perfect Infraeng,5
PIGL,Power & Instrum.,4
POWERINDIA,Hitachi Energy,1
PREMIERENE,Premier Energies,1
PROSTARM,Prostarm Info,3
QPOWER,Quality Power El,2
RAMRAT,Ram Ratna Wires,2
RELTD,Ravindra Energy,2
RISHABH,Rishabh Instrum.,2
S&SPOWER,S & S Power Swit,3
SAAKSHI,Saakshi Medtech,3
SAATVIKGL,Saatvik Green,2
SAHAJSOLAR,Sahaj Solar,4
SALZERELEC,Salzer Electron.,3
SCHNEIDER,Schneider Elect.,1
SEL,Sungarner Energ.,5
SERVOTECH,Servotech Renew,2
SHILCTECH,Shilchar Tech.,2
SIEMENS,Siemens,1
SKIPPER,Skipper,2
SMARTEN,Smarten Power,4
SOLEX,Solex Energy,3
SPCL,Shivalic Power,4
SUPREMEPWR,Supreme Power,3
SURANASOL,Surana Solar,4
SUZLON,Suzlon Energy,1
SWELECTES,Swelect Energy,3
TARAPUR,Tarapur Trans,5
TARIL,T R I L,1
TDPOWERSYS,TD Power Systems,1
THERMAX,Thermax,1
TRANSRAILL,Transrail Light,2
TRITURBINE,Triveni Turbine,1
TROM,Trom Industries,5
URJA,Urja Global,3
UTLSOLAR,Fujiyama Power,2
VDEAL,Vdeal System,4
VIJAYPD,Vijaypd Ceutical,4
VIKRAMSOLR,Vikram Solar,1
VOLTAMP,Volt.Transform.,1
WAAREEENER,Waaree Energies,1
WAAREEINDO,Indosolar,2
WAAREERTL,Waaree Renewab.,1
WEBELSOLAR,Websol Energy,2
