symbol,company_name,page
3IINFOLTD,3i Infotech,3
500389,Silverline Tech,4
501421,Technvision Ven.,2
504351,Empower India,4
504375,IDream Film,7
506935,Cont. Chemicals,6
508867,New Markets Advi,6
509040,Netlink Solns(I),5
511144,Axis Solution,2
511644,Omega Interactiv,3
512093,Cranes Software,5
512149,Avance Tech.,3
517170,Edvenswa Enter,4
517429,Athena Global,4
517494,Accel,5
523722,Svam Software,6
526433,ASM Technologies,2
526443,Artificial Elect,3
526709,BITS,4
530175,Odyssey Tech.,5
530457,GTT Data,4
530595,TeleCanor Global,5
530839,CLIO Infotech,6
531083,Nihar Info Glob.,6
531161,ABM Knowledge,3
531268,B2B Soft.Tech.,5
531370,Sparc Electrex,7
531396,Pagaria Energy,7
531489,CG-VAK Software,4
531525,Ace Soft. Exp.,3
531533,Accedere,5
531616,Starcom Info.,5
531677,Aris Interna.,5
531769,PFL Infotech,7
531794,Seshachal Tech.,6
531825,RCC Cements,6
531840,IEC Education,5
531980,Senthil Infotek,6
532041,Hind.Bio Science,6
532100,Indo-City Info.,6
532303,Integ. Hitech,7
532315,Groarc Industrie,6
532336,Baron Infotech,7
532340,Omni Ax's,6
532354,Virgo Global,7
532359,Hit Kit Global,5
532379,First Fintec,6
532403,Fourth Gen.,7
532444,T. Spiritual,7
534659,Jointeca Educati,6
534920,Covidh Technolog,5
535657,Objectone Inform,6
537985,Infronics Sys.,6
538273,Response Info.,6
538713,Atishay,3
538743,Mudunuru,5
538922,COSYN,6
538923,Sofcom Systems,5
539383,Mahaveer Infoway,7
539607,Blue Cloud Soft.,2
539682,Mobavenue AI Tech,2
539724,Hypersoft Tech.,2
540063,ECS Biztech,6
540143,SagarSoft (India,5
540174,Southern Infocon,6
540654,Globalspace Tech,5
541890,Space Incubatric,6
542770,Alphalogic Tech.,3
542923,Tranway21 Tech.,7
543312,Focus Business,4
543351,Naapbooks,4
543436,Wherrelz IT,6
543578,Olatech Solution,5
543938,AccelerateBS Ind,5
543976,Shradha AI Tech,3
544343,CapitalNumbers,3
544361,Covance Softsol,3
544388,Identixweb,4
544431,ACE Alpha Tech,4
544505,Austere Sys.,5
544610,Workmates Core2,3
544625,Logiciel Soluti.,5
544637,Methodhub Software,4
63MOONS,63 Moons Tech.,2
ACCELYA,Accelya Solution,2
ALLETEC,All E Tech,3
AURIONPRO,Aurionpro Sol.,2
BSOFT,Birlasoft Ltd,1
CALSOFT,California Soft.,6
CANARYS,Canarys Automa.,4
CAPILLARY,Capillary Tech.,2
CEINSYS,Ceinsys Tech,2
COFORGE,Coforge,1
CTE,Cambridge Tech.,5
CURAA,Cura Tech.,4
CYBERTECH,Cybertech Sys.,3
DELAPLEX,Delaplex,4
DRCSYSTEMS,DRC Systems,3
EQUIPPP,Equippp Social,4
FIDEL,Fidel Softech,3
FRACTAL,Fractal Analyt.,1
GOLDTECH,Aion-Tech Soluti,4
GVPTECH,GVP Infotech,4
HAPPSTMNDS,Happiest Minds,1
HCLTECH,HCL Technologies,1
HEXT,Hexaware Tech.,1
INFOBEAN,InfoBeans Tech.,2
INFY,Infosys,1
INNOVANA,Innovana Think.,2
INTELLECT,Intellect Design,1
IRIS,IRIS Regtech Solutions,3
KODYTECH,Kody Technolab,2
KPITTECH,KPIT Technologi.,1
KSOLVES,Ksolves India,2
LATENTVIEW,Latent View,1
LTM,LTIMindtree,1
MAPMYINDIA,C.E. Info System,1
MASTEK,Mastek,1
MCLOUD,Magellanic Cloud,2
MICROPRO,Micropro Softwar,6
MINDTECK,Mindteck (India),3
MOBILISE,Mobilise App,5
MPHASIS,Mphasis,1
NEWGEN,Newgen Software,1
NINSYS,NINtec Systems,2
NUCLEUS,Nucleus Soft.,2
OFSS,Oracle Fin.Serv.,1
ORCHASP,Orchasp Ltd,4
PARAMATRIX,Paramatrix Tech.,4
PERSISTENT,Persistent Systems,1
QUICKHEAL,Quick Heal Tech,2
QUICKTOUCH,Quicktouch Tech,5
QUINTEGRA,Quintegra Soln.,7
RAMCOSYS,Ramco Systems,2
RATEGAIN,Rategain Travel,1
RSSOFTWARE,R S Software (I),5
SAKSOFT,Saksoft,2
SATECH,S A Tech Soft.,5
SECMARK,Secmark Consult.,4
SILVERTUC,Silver Touch,2
SOFTTECH,Softtech Enginee,3
SONATSOFTW,Sonata Software,1
SUBEXLTD,Subex,3
SYSTANGO,Systango Tech,3
TAC,TAC Infosec,2
TANLA,Tanla Platforms,1
TATAELXSI,Tata Elxsi,1
TCS,TCS,1
TECHLABS,Trident Techlabs,3
TECHM,Tech Mahindra,1
TREJHARA,Trejhara Solutio,3
TRIGYN,Trigyn Techno.,4
TRUST,Trust Fintech,4
UNIECOM,Unicommerce,2
VGINFOTECH,Virtual Galaxy,3
VIRINCHI,Virinchi,4
WIPRO,Wipro,1
XCHANGING,Xchanging Sol.,2
XELPMOC,Xelpmoc Design,4
XTGLOBAL,XT Global Infot.,3
YUDIZ,Yudiz Solutions,6
ZENSARTECH,Zensar Tech.,1
