symbol,company_name,page
526441,Vision Cinemas,2
530733,Encode Packaging,2
531259,Esha Media,2
538786,Citizen Infoline,1
539310,Thinkink Picture,2
539515,Quint Digital,1
541799,Sungold Media,2
543341,Sharpline Broadc,1
543651,DAPS Advertising,2
543831,Bright Outdoor,1
543905,Innokaiz India,2
544303,Toss The Coin,1
544435,Adcounty Media.,1
544546,Chatterbox Tech,1
544735,Novus Loyalty,1
CMRSL,Cyber Media Res.,2
CRAYONS,Crayons Advertis,1
CUDML,Cash UR Drive,1
CYBERMEDIA,Cyber Media Ind,2
DBCORP,D B Corp,1
DGCONTENT,Digicontent,1
DNAMEDIA,Diligent Media,2
GRAPHISAD,Graphisads,1
HMVL,Hindustan Media,1
HTMEDIA,H T Media,1
JAGRAN,Jagran Prakashan,1
MPTODAY,Madhya Prad. Tod,2
ONMOBILE,OnMobile Global,1
PELATRO,Pelatro,1
PRAMARA,Pramara Promotio,1
RKSWAMY,R K Swamy,1
SABEVENTS,SAB Events,2
SAMBHAAV,Sambhaav Media,1
SANDESH,Sandesh,1
SIGNPOST,Signpost India,1
VERITAAS,Veritaas Adver.,2
VERTOZ,Vertoz,1
YAAP,Yaap Digital,1
