symbol,company_name,page
507155,Jagatjit Inds.,1
507690,Orient Beverages,2
512361,Cupid Breweries,1
516032,Tahmar Enterp.,1
519367,Transglobe Foods,2
523309,Shri Gang Indus,1
526211,Suraj Industries,1
526471,Winsome Brew.,2
531126,Kati patang Life,1
531216,Comfort Intech,1
531406,ANS Industries,2
531635,Silver Oak (I),2
539546,Agribio Spirits,1
541741,FratelliVineyard,1
542910,Valencia Nutrit.,2
544451,Monika Alcobev,1
ABDL,Allied Blenders,1
ALCODIS,Alcokraft Dist.,2
ASALCBR,Assoc.Alcohols,1
BCLIND,BCL Industries,1
GLOBUSSPR,Globus Spirits,1
GMBREW,G M Breweries,1
IFBAGRO,IFB Agro Inds.,1
INDIAGLYCO,India Glycols,1
PICCADIL,Piccadily Agro,1
RADICO,Radico Khaitan,1
RKDL,Ravikumar Distll,2
SDBL,Som Distilleries,1
SULA,Sula Vineyards,1
TI,Tilaknagar Inds.,1
UBL,United Breweries,1
UNITDSPR,United Spirits,1
VBL,Varun Beverages,1
