symbol,company_name,page
511116,Quadrant Tele.,1
511658,Nettlinx,1
538674,City Online Ser.,2
543225,Altius Telecom,1
543622,Steelman Telecom,1
543971,Bondada Engineer,1
ACCORD,Accord Synergy,2
BHARTIARTL,Bharti Airtel,1
BHARTIHEXA,Bharti Hexacom,1
GTL,GTL,1
GTLINFRA,GTL Infra.,1
HFCL,HFCL,1
IDEA,Vodafone Idea,1
INDUSTOWER,Indus Towers,1
KDL,Kore Digital,1
MTNL,M T N L,1
PACEDIGITK,Pace Digitek,1
RAILTEL,Railtel Corpn.,1
RCOM,Reliance Communi,1
ROUTE,Route Mobile,1
RTL,Rama Telecom,1
SARTELE,Sar Televenture,1
STLNETWORK,STL Networks,1
SUYOG,Suyog Telematics,1
TATACOMM,Tata Comm,1
TTML,Tata Tele. Mah.,1
UNIINFO,Uniinfo Telecom,2
VINDHYATEL,Vindhya Telelink,1
VIVO,Vivo Collaborat.,2
