symbol,company_name,page
500458,Team24 Consumer,4
506166,Apis India,2
506186,Galaxy Supermarket,4
507474,Kothari Ferment.,4
507598,Kovil. Lak. Rol.,4
507621,Milkfood,3
511153,Anjani Foods,4
511740,Ruparel Food,5
514171,Ceeta Industries,4
517554,NHC Foods,4
519031,Shah Foods,5
519152,Vadilal Enterp.,2
519287,Modern Dairies,3
519295,Bambino Agro Ind,3
519397,Sharat Industrie,2
519415,KMG Milk Food,5
519421,KSE,2
519457,Virat Crane Inds,4
519475,Chordia Food,5
519500,BKV Industries,5
519506,NCC Blue Water,5
519566,Simran Farms,4
519604,Suryo Foods,5
519612,Lake Shore,5
523475,Lotus Chocolate,2
524582,Tirupati Starch,3
524614,IEL,4
526113,Uniroyal Marine,5
526345,Panjon,4
530215,Kings Infra,2
530217,Swojas Foods,5
530219,Nutricircle,2
530461,Saboo Sodium,4
530617,Sampre Nutrition,3
530735,Super Bakers (I),5
530741,Ovobel Foods,3
531265,Progrex Ventures,5
531676,Emrock Corporation,2
531716,Tricom Fruit,6
531925,52 Weeks Enter.,6
531982,Spectrum Foods,5
532070,Sumuka Agro,2
538520,Shivamshree Busi,5
538565,Vistar Amar,4
539132,Wardwizard Foods,2
539528,Aayush Wellness,3
539594,Mishtann Foods,2
539963,Zeal Aqua,3
540332,Tanvi Foods,4
540405,Oceanic Foods,4
540850,Jhandewala Foods,4
540955,Tasty Dairy,5
543286,Jetmall Spices,5
543546,Healthy Life,5
543737,Aveer Foods,2
543924,Sonalis Consumer,5
544106,Mayank Cattle Fo,4
544151,Chatha Foods,3
544160,Jay Kailash,6
544165,Shivam Chemicals,3
544201,Dindigul Farm,5
544329,Leo Dryfruits,4
544422,Abram Food,5
544442,Chemkart India,3
544475,Essex Marine,5
544548,Gujarat Peanut,4
544552,Rukmani Devi Gar,3
544568,DSM Fresh,3
544621,SSMD Agrotech,4
544623,Mother Nutri,3
544628,Astron,5
544657,Pajson Agro,2
544724,Elfin Agro India,3
ADFFOODS,ADF Foods,1
AJOONI,Ajooni Biotech,4
ANNAPURNA,Annapurna Swadi.,2
APEX,Apex Frozen Food,1
AVANTIFEED,Avanti Feeds,1
BABAFP,Baba Food,5
BBTC,The Bombay Burmah,1
BECTORFOOD,Mrs Bectors,1
BIKAJI,Bikaji Foods,1
BRITANNIA,Britannia Inds.,1
COASTCORP,Coastal Corporat,2
DANGEE,Dangee Dums,4
DIAMONDYD,Prataap Snacks,1
DODLA,Dodla Dairy,1
EIDPARRY,EID Parry,1
EIFFL,Euro India Fresh,2
FOODSIN,Foods & Inns,2
FRESHARA,Freshara Agro,2
GANESHCP,Ganesh Consumer,2
GODREJAGRO,Godrej Agrovet,1
GOPAL,Gopal Snacks,1
GOYALSALT,Goyal Salt,3
HATSUN,Hatsun Agro,1
HERITGFOOD,Heritage Foods,1
HMAAGRO,HMA Agro Inds.,1
HOACFOODS,Hoac Foods,3
ITALIANE,Italian Edibles,4
JEYYAM,Jeyyam Global,3
KRISHIVAL,Krishival Foods,1
KWIL,Kwality Wall's,1
MADHUSUDAN,Madhusudan Masa,3
MAGSON,Magson Retail,3
MANORAMA,Manorama Indust.,1
MEGASTAR,Megastar Foods,2
MUKKA,Mukka Proteins,2
NARMADA,Narmada Agrobase,3
NESTLEIND,Nestle India,1
NGIL,Nakoda Group,4
ORKLAINDIA,Orkla India,1
PALASHSECU,Palash Securi.,4
PARAGMILK,Parag Milk Foods,1
PROV,Proventus Agro.,2
SANWARIA,Sanwaria Consum.,5
SCPL,Sheetal Cool,2
SHIVASHRIT,Shivashrit Foods,3
SHRIAHIMSA,Shri Ahimsa,2
SHYAMDHANI,Shyam Dhani Ind.,3
SKMEGGPROD,SKM Egg Prod.,2
SSFL,Srivari Spices &,3
TAPIFRUIT,Tapi Fruit,5
TASTYBITE,Tasty Bite Eat.,1
VADILALIND,Vadilal Inds.,1
VENKEYS,Venky's (India),1
WATERBASE,Waterbase,3
ZYDUSWELL,Zydus Wellness,1
