symbol,company_name,page
500170,GTN Industries,8
500192,Prag Bosimi Syn.,12
500220,Jasch Industries,6
500239,K G Denim,9
500264,Mafatlal Inds.,2
500277,Mid India Inds.,13
502850,Gaekwar Mills,14
502873,H P Cotton Tex,8
502933,Katare Spinning,9
502958,Lakshmi Mills,3
503092,Pasupati Spinng.,10
503804,Sh. Dinesh Mills,5
503816,Swadeshi Polytex,6
503837,Sh. Rajas. Synt.,8
503863,Shree Mfg. Co.,11
506981,Bluechip Tex Ind,10
507808,United Leasing,12
507817,Wires & Fabriks,8
507852,Addi Industries,6
507872,Ashnoor Textile,7
509563,Garware Marine,12
509835,Prem. Synthetic,13
509895,Hindoo. Mills,10
510245,Swasti Vinayaka,9
512036,Skybiotech Healthcare,9
512233,Jaybharat Text,2
512477,Betex India,7
512527,Super Sales Ind.,5
512618,RLF,13
514010,Rudra Ecovation,4
514028,Rajkamal Synth.,10
514030,Deepak Spinners,7
514087,PBM Polytex,9
514113,Adinath Textiles,12
514128,Konark Synth,10
514138,Suryalata Spg.,5
514140,Suryavanshi Spg.,13
514177,Rishabh Sp. Yarn,9
514197,S & T Corporatio,12
514221,K-Lifestyle,10
514240,Kush Industries,13
514260,Surbhi Industrie,10
514264,Seasons Textiles,11
514266,Zenith Fibres,11
514272,Bhilwara Spinner,6
514280,Sanrhea Tech.,7
514302,Vippy Spinpro,7
514312,Jaihind Synth,8
514316,Raghuvir Synth,3
514318,Jattashankar Ind,4
514322,Kamadgiri Fash.,8
514324,Omnitex Industri,4
514326,Patspin India,11
514386,Gujarat Cotex,11
514414,Oxford Industrie,13
514454,Southern Latex,11
514470,Winsome Textile,5
516098,Ventura Textiles,12
519014,Prashant India,14
521036,Source Industrie,13
521048,Advance Lifes.,11
521054,Kakatiya Textile,14
521068,Hisar Spg. Mills,11
521080,Pasari Spinning,13
521097,Amarjothi Spg.,7
521113,Suditi Industrie,3
521131,Shree Bhavya,10
521133,Gem Spinners,9
521137,Eureka Industrie,14
521141,Aditya Spinners,10
521151,Dhanlaxmi Fabric,8
521161,Sri Lak.Sar.Arni,13
521178,Sri Ramakr. Mill,10
521188,United Textiles,14
521206,Samtex Fashion,13
521216,Dhanalaxmi Roto,7
521222,Sanblue Corp.,11
521226,Uniroyal Ind,11
521234,Sri Nacha. Cott.,12
521240,Sambandam Spg.,8
521242,Kandagiri Spinng,11
521244,MKP Mobility,8
522122,Voith Paper,3
523054,Binayaka Tex Pr,5
523537,APM Industries,6
526133,Supertex Inds.,13
526161,Spenta Intl.,10
526479,Sky Industries,7
526773,Press. Senstive,11
526851,Arex Industries,8
530035,Santosh Fin Fab,12
530037,Sparkle GoldRock,8
530043,Acknit Indus.,6
530151,Vijay Textiles,12
530179,RSC Internl.,12
530185,Surat Trade,7
530201,Kallam Textiles,12
530231,Subhash Silk,11
530331,Premco Global,5
530361,Prabhhans Inds,11
530443,Kiran Syntex,13
530459,Valson Industrie,10
530521,Virat Industries,3
530565,Popees Cares,13
530705,Anirit Ventures,10
530795,Suncity Synth.,13
530889,Alka India,13
530899,Asia Pack,12
531223,Anjani Synth.,9
531234,Scoobee Garments,6
531300,Amit Internation,13
531301,Tusaldah,10
531304,Nutech Global,13
531307,RRIL,4
531323,Jayatma Industri,13
531352,Peeti Securities,13
531395,Padam Cotton,8
531411,Tuni Text. Mills,8
531437,Prakash Woollen,11
531456,Minaxi Textiles,13
531496,Omkar Overseas,14
531499,Sybly Industries,14
531503,Maris Spinners,11
531609,KG Petrochem,5
531628,Tejassvi Aaharam,9
531952,Riba Textiles,8
531991,Amraworld Agrico,13
532015,Gravity (India),12
532090,Atvo Enterprises,4
532140,Mohite Industrie,8
532455,Shalimar Wires,7
532503,Rajapalayam Mill,3
532744,GTN Textiles,13
532820,E-Land Apparel,7
532825,Jagjanani Text.,13
532893,VTM,2
532957,Gokak Textiles,8
533101,Suryaamba Spinni,9
533108,Bhilwara Tech,4
533407,True Green,3
535387,Lakhotia Poly.,7
535730,Khoobsurat Ltd,10
538081,Haria Apparels,13
538838,Indo Cotspin,11
539096,Aananda Lakshmi,14
539111,Sheshadri Indus.,13
539216,Garment Mantra,7
539300,Sunrakshakk Inds,2
539864,Ghushine Fintrra,12
539911,Svarnim Trade Ud,14
539985,Titaanium Ten,11
540198,Osiajee Texfab,4
540310,Classic Filament,9
540467,Parmeshwari Silk,9
540718,Aayush Art,2
540726,Trident Texofab,7
540938,Gujarat Hy-Spin,12
541006,Angel Fibers,9
541144,Active Clothing,5
542019,Shubham Polyspin,7
542206,Nivaka Fashions,11
542721,Anand Rayons,5
542862,Shahlon Silk,5
543244,Shine Fashions,8
543274,Suumaya Corp.,14
543926,Bizotic Commer.,2
544002,Vivaa Tradecom,12
544015,Mish Designs,12
544059,Shanti Spintex,7
544178,Piotex Indus.,11
544195,United Cotfab,10
544221,Kizi Apparels,12
544331,Davin Sons Reta,11
544337,Avax Apparels,9
544373,NAPS Global,11
544503,Rachit Prints,8
544508,Vashishtha Lux.,12
544585,Sihora Indust.,9
544594,Game Changers,4
544624,K K Silk Mills,10
544676,Yajur Fibres,6
544707,Fractal Industries,5
544711,Kiaasa Retail,7
AARNAV,Aarnav Fashions,6
ABCOTS,AB Cotspin,2
AKSHAR,Akshar Spintex,9
ALOKINDS,Alok Industries,1
AMBIKCO,Ambika Cotton,3
ARVIND,Arvind Ltd,1
ASHIMASYN,Ashima,4
AVIANSH,Avi Ansh,5
AXITA,Axita Cotton,4
AYMSYNTEX,AYM Syntex,2
BANG,Bang Overseas,8
BANSWRAS,Banswara Syntex,4
BASML,Bannari Amm Spg.,5
BELLACASA,Bella Casa Fashi,4
BHANDARI,Bhandari Hosiery,6
BOMDYEING,Bombay Dyeing,1
BORANA,Borana Weaves,2
BSL,BSL,6
CANTABIL,Cantabil Retail,1
CEDAAR,Cedaar Textile,9
CELEBRITY,Celebrity Fash.,8
CENTENKA,Century Enka,2
CLCIND,CLC Industries,11
CPS,C P S Shapers,4
DAMODARIND,Damodar Indust.,8
DCMNVL,DCM Nouvelle,4
DCMSIL,DCM Shriram Intl,3
DIGJAMLMTD,Digjam,7
DIVYADHAN,Divyadhan Recy.,9
DOLLAR,Dollar Industrie,2
DONEAR,Donear Inds.,3
EASTSILK,ESI,9
EUROTEXIND,Eurotex Industri,12
FAZE3Q,Faze Three,2
FIBERWEB,Fiberweb (India),6
FILATEX,Filatex India,2
FILATFASH,Filatex Fash.,5
FLEXITUFF,Flexituff Vent.,11
FORCAS,Forcas Studio,5
GAJANAND,Gajanand Inter.,12
GANECOS,Ganesha Ecosphe.,1
GARFIBRES,Garware Tech.,1
GHCLTEXTIL,GHCL Textiles,3
GINNIFILA,Ginni Filaments,4
GLOBALE,Globale Tessile,12
GLOBE,Globe Enterprises,6
GOKEX,Gokaldas Exports,1
HEADSUP,Heads UP Venture,12
HIMATSEIDE,Himatsing. Seide,2
ICIL,Indo Count Inds.,1
INDIANCARD,Indian CardCloth,6
INDORAMA,Indo Rama Synth.,2
INDTERRAIN,Indian Terrain,5
IRISDOREME,Iris Clothings,3
