symbol,company_name,page
507970,Paramount Cosmet,1
523120,Thrive Future Habitats,1
531412,Radix Industries,1
540108,Tiaan Consumer,1
543579,Naturo Indiabull,1
544629,Ravelcare,1
AAKAAR,Aakaar Medical,1
ANONDITA,Anondita Medi.,1
BAJAJCON,Bajaj Consumer,1
COLPAL,Colgate-Palmoliv,1
CUPID,Cupid,1
DABUR,Dabur India,1
EMAMILTD,Emami,1
GILLETTE,Gillette India,1
GODREJCP,Godrej Consumer,1
HONASA,Honasa Consumer,1
JHS,JHS Sven.Lab.,1
MACOBSTECH,Macobs Technolo.,1
MEDISTEP,Medistep Health.,1
PGHH,P & G Hygiene,1
