symbol,company_name,page
531035,Eraaya Lifespace,1
531041,Competent Auto,1
531357,Mercury EV-Tech,1
538970,Wardwizard Inno.,1
539402,Naksh Precious,2
544236,Resourceful Auto,2
544428,Supertech EV,1
544563,Zelio E-Mobility,1
ATHERENERG,Ather Energy,1
BAJAJ-AUTO,Bajaj Auto,1
BIKEWO,Bikewo Green,1
DELTIC,Delta Auto.,1
EICHERMOT,Eicher Motors,1
FORCEMOT,Force Motors,1
HEROMOTOCO,Hero Motocorp,1
HINDMOTORS,Hindustan Motors,1
HYUNDAI,Hyundai Motor I,1
LANDMARK,Landmark Cars,1
M&M,M & M,1
MARUTI,Maruti Suzuki,1
OLAELEC,Ola Electric,1
OLECTRA,Olectra Greentec,1
PVSL,Popular Vehicles,1
TMPV,Tata Motors PVeh,1
TUNWAL,Tunwal E-Motors,1
TVSMOTOR,TVS Motor Co.,1
VICTORYEV,Victory Ele.,1
