symbol,company_name,page
500012,Andhra Petrochem,6
500051,Bhagawati Gas,11
500123,Elantas Beck,1
500449,Hind.Organ.Chem.,7
504092,Indokem,3
506373,Citurgia Biochem,2
506520,Jayshree Chem.,10
506528,Keltech Energies,5
506532,Nitta Gelatin,4
506579,AG Ventures,8
506597,Amal,4
506605,Polychem,8
506640,ZR2 Bioenergy,6
506685,Ultramarine Pig.,3
506687,Transpek Inds.,4
506734,Mysore Petro,8
506808,Tuticorin Alkali,4
506854,Tanfac Inds.,2
506858,Guj. Petrosynth.,9
506947,Advance Petroch.,10
507486,Caprolactam Chem,10
507515,C J Gelatine,11
507645,Polson,7
507753,TGV Sraac,3
507759,Lime Chemicals,11
507813,Natl. Oxygen,9
509449,Bhagawati Oxygen,11
509597,Hardcast.& Waud,9
513353,Cochin Minerals,6
514165,Indian Acrylics,8
514183,Black Rose Indus,5
514248,Sreechem Resins,10
514440,Blue Pearl Agri,3
514448,Jyoti Resins,3
519097,Ritesh Intl.,8
523351,Standard Shoe,10
523586,Indian Toners,6
524038,Venlon Enterpris,9
524080,Haryana Leather,9
524156,TCM,9
524174,Kesar Petroprod.,6
524210,Pentokey Organy,9
524218,Resonance Speci.,8
524336,Sh. Hari Chem.,8
524434,Asian Petroprod.,10
524440,Camex,9
524444,Evexia Lifecare,7
524458,Indo Euro Indch.,11
524514,Tulasee Bio-Eth.,10
524522,Laffans Petroch,9
524564,Gayatri BioOrga.,7
524576,Vivid Global,10
524592,Jaysynth Orgo,7
524624,Gagan Gases,10
524634,Alufluoride,5
524640,Archit Organosys,8
524717,Titan Biotech,3
524748,Link Pharma Chem,10
524768,Emmessar Biotech,10
524818,Dynamic Industri,9
526159,Nikhil Adhesives,5
526169,Multibase India,6
526231,Standard Surfact,9
526269,Crestchem,9
526335,Shreyas Interm.,9
526409,KKalpana Inds.,8
526532,Square Four Pro.,10
526739,Narmada Gelatine,6
526821,Dai-ichi Karkari,6
526901,Sonal Adhesives,10
526905,Padmanabh Inds.,11
530027,Aadi Industries,11
530401,Vinyoflex,10
530421,Kuwer Industries,10
530477,Vikram Thermo,5
530627,Vipul Organics,5
530825,Daikaffil Chem,9
530845,Sunshield Chem.,4
531157,Organic Coatings,10
531163,Kemistar Corp.,8
531227,Deco-Mica,9
531253,India Gelatine,6
531257,Pratiksha Chem.,10
531409,Alchemist Corp.,10
531454,Polylink Poly.,9
531541,Kobo Biotech,11
531867,Unitech Internat,11
532425,Genus Prime,9
538896,Kanchi Karpooram,7
539195,POCL Enterprises,5
539230,Chemiesynth(Vapi,10
539288,AVI Polymers,6
539800,CHD Chemicals,11
539939,Yash Chemex,8
540066,AMS Polymers,10
540204,Eiko Lifescience,8
540395,Chemcrux Enterp.,8
540550,Yug Decor,9
541778,Deep Polymers,8
542012,A-1,4
543497,Bhatia Colour,6
543798,Patron Exim,11
543828,Sudarshan Pharma,4
543934,Machhar Industri,10
543993,ARCL Organics,7
544036,Deepak Chemtex,8
