symbol,company_name,page
514330,One Global Serv,2
516110,Family Care,3
523489,Chennai Meena,3
523696,Fortis Malar,3
524520,KMC Speciality,2
524548,Sharma E I Hosp.,3
524602,Bandaram Pharma,3
526139,Transgene Biotek,3
526187,Ashram Online,4
526504,Dolphin Medical,4
526546,Choksi Laborator,3
526783,Dr Agarwal's Eye,1
526853,Bilcare,2
530897,N G Industries,3
531043,Dhanvantri Jeev.,4
531458,Boston Commerce,4
531658,Abate As Indust,2
532067,3B Blackbio,2
534422,Looks Health,4
536565,Novelix Pharma.,2
538837,Jeevan Scienti.,2
539267,Samsrita Labs,3
539378,Soni Medicare,3
539428,Tejnaksh Health.,3
540729,Vanta Bioscience,3
540788,Aspira Pathlab,3
541299,Dr Lalchand. Lab,3
542248,Deccan Healthcar,3
542918,Gian Lifecare,4
543309,Adeshwar Meditex,3
543346,Aashka Hospitals,2
543520,Global Longlife,3
543943,Asarfi Hospital,2
544013,KK Shah Hospital,3
544220,Clinitech Lab,4
544231,Broach Lifecare,4
544365,Shanmuga Hos.,3
544482,Star Imaging,3
544673,Modern Diagnost.,3
544687,Hannah Joseph,2
AATMAJ,Aatmaj Health,3
AGARWALEYE,Dr Agarwal's Hea,1
APOLLOHOSP,Apollo Hospitals,1
ARTEMISMED,Artemis Medicare,1
ASTERDM,Aster DM Health.,1
CHANDAN,Chandan Healthca,2
FABTECH,Fabtech Tech.,2
FORTIS,Fortis Health.,1
GAUDIUMIVF,Gaudium IVF,2
GKSL,Gujarat Kidney,2
GPTHEALTH,GPT Healthcare,2
HCG,Health.Global,1
INDGN,Indegene,1
INDRAMEDCO,Indrapr.Medical,1
INVICTA,Invicta Diagnos.,3
JLHL,Jupiter Life Lin,1
KIMS,Krishna Institu.,1
KOVAI,Kovai Medical,1
KRSNAA,Krsnaa Diagnost.,2
LALPATHLAB,Dr Lal Pathlabs,1
LOTUSEYE,Lotus Eye Hospit,2
MAITREYA,Maitreya Medica.,2
MAXHEALTH,Max Healthcare,1
MEDANTA,Global Health,1
METROPOLIS,Metropolis Healt,1
NEPHROCARE,Nephro Care,2
NEPHROPLUS,Nephrocare Health Services,1
NH,Narayana Hrudaya,1
NIDAN,Nidan Laborator.,3
PARKHOSPS,Park Medi World,1
RAINBOW,Rainbow Child.,1
SANGANI,Sangani Hospital,3
SASTASUNDR,Sastasundar Ven.,2
SHALBY,Shalby,2
SURAKSHA,Suraksha Diagno.,2
SUVEN,Suven Life Scie.,1
SYNGENE,Syngene Intl.,1
TAKE,Take Solutions,2
THYROCARE,Thyrocare Tech.,1
UNIHEALTH,Unihealth Hosp,2
VIJAYA,Vijaya Diagnost.,1
VIMTALABS,Vimta Labs,2
YATHARTH,Yatharth Hospit.,1
